document_id,shipment_id,sku,document_family,file_name,version,uploaded_at,issued_at,issuer_name,supersedes_document_id,extraction_status,file_present
DOC-0000845,SHP-000136,EU-APP-0031,Classification Memo,SHP-000136_EU-APP-0031_classification.pdf,1,2026-08-17,2026-08-17,Exporter classification team,,COMPLETE,Yes
DOC-0000846,SHP-000136,EU-APP-0031,Tariff Query Snapshot,SHP-000136_EU-APP-0031_tariff_query.pdf,1,2026-08-17,2026-05-28,Access2Markets export,,COMPLETE,Yes
DOC-0000847,SHP-000137,,Commercial Invoice,SHP-000137_invoice_v1.pdf,1,2026-08-13,2026-08-13,Lotus Garments LLP,,COMPLETE,Yes
DOC-0000848,SHP-000137,,Packing List,SHP-000137_packing_list.pdf,1,2026-08-13,2026-08-13,Lotus Garments LLP,,COMPLETE,Yes
DOC-0000849,SHP-000137,EU-APP-0037,Fibre Declaration,MAT-6276_declaration.pdf,1,2026-08-13,2024-07-14,,,COMPLETE,Yes
DOC-0000850,SHP-000137,EU-APP-0037,Classification Memo,SHP-000137_EU-APP-0037_classification.pdf,1,2026-08-13,2026-08-13,Exporter classification team,,COMPLETE,Yes
DOC-0000851,SHP-000137,EU-APP-0050,Label Artwork,EU-APP-0050_DE_label_v1.pdf,3,2026-01-16,2026-01-16,Lotus Garments LLP,,COMPLETE,Yes
DOC-0000852,SHP-000137,EU-APP-0050,Fibre Declaration,MAT-4540_declaration.pdf,1,2026-08-13,2026-02-25,A. Sharma,,COMPLETE,Yes
DOC-0000853,SHP-000137,EU-APP-0050,Classification Memo,SHP-000137_EU-APP-0050_classification.pdf,1,2026-08-13,2026-08-13,Customs broker,,COMPLETE,Yes
DOC-0000854,SHP-000137,EU-APP-0050,Tariff Query Snapshot,SHP-000137_EU-APP-0050_tariff_query.pdf,1,2026-08-13,2026-07-31,Access2Markets export,,COMPLETE,Yes
DOC-0000855,SHP-000138,,Commercial Invoice,SHP-000138_invoice_v1.pdf,1,2026-08-24,2026-08-24,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0000856,SHP-000138,,Packing List,SHP-000138_packing_list.pdf,1,2026-08-24,2026-08-24,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0000857,SHP-000138,EU-APP-0029,Label Artwork,EU-APP-0029_ES_label_v1.pdf,3,2025-12-06,2025-12-06,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0000858,SHP-000138,EU-APP-0029,Fibre Declaration,MAT-7395_declaration.pdf,1,2026-08-24,2025-07-09,Quality Manager,,COMPLETE,Yes
DOC-0000859,SHP-000138,EU-APP-0029,Classification Memo,SHP-000138_EU-APP-0029_classification.pdf,1,2026-08-24,2026-08-24,Customs broker,,COMPLETE,Yes
DOC-0000860,SHP-000139,,Commercial Invoice,SHP-000139_invoice_v1.pdf,1,2026-07-11,2026-07-11,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000861,SHP-000139,,Packing List,SHP-000139_packing_list.pdf,1,2026-07-11,2026-07-11,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000862,SHP-000139,EU-APP-0027,Fibre Declaration,MAT-8262_declaration.pdf,1,2026-07-11,2025-08-10,Quality Manager,,COMPLETE,Yes
DOC-0000863,SHP-000139,EU-APP-0027,Tariff Query Snapshot,SHP-000139_EU-APP-0027_tariff_query.pdf,1,2026-07-11,2026-05-05,Access2Markets export,,COMPLETE,Yes
DOC-0000864,SHP-000139,EU-APP-0013,Label Artwork,EU-APP-0013_ES_label_v1.pdf,3,2026-05-09,2026-05-09,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000865,SHP-000139,EU-APP-0013,Fibre Declaration,MAT-7395_declaration.pdf,1,2026-07-11,2025-07-09,Quality Manager,,COMPLETE,Yes
DOC-0000866,SHP-000139,EU-APP-0013,Classification Memo,SHP-000139_EU-APP-0013_classification.pdf,1,2026-07-11,2026-07-11,Customs broker,,COMPLETE,Yes
DOC-0000867,SHP-000139,EU-APP-0013,Tariff Query Snapshot,SHP-000139_EU-APP-0013_tariff_query.pdf,1,2026-07-11,2026-06-19,Access2Markets export,,COMPLETE,Yes
DOC-0000868,SHP-000140,,Commercial Invoice,SHP-000140_invoice_v1.pdf,1,2026-10-02,2026-10-02,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000869,SHP-000140,,Packing List,SHP-000140_packing_list.pdf,1,2026-10-02,2026-10-02,Saffron Apparel Works,,COMPLETE,Yes
DOC-0000870,SHP-000140,EU-APP-0033,Fibre Declaration,MAT-2938_declaration.pdf,1,2026-10-02,2025-06-06,Quality Manager,,COMPLETE,Yes
DOC-0000871,SHP-000140,EU-APP-0033,Classification Memo,SHP-000140_EU-APP-0033_classification.pdf,1,2026-10-02,2026-10-02,Exporter classification team,,COMPLETE,Yes
DOC-0000872,SHP-000141,,Packing List,SHP-000141_packing_list.pdf,1,2026-09-11,2026-09-11,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000873,SHP-000141,,Transport Document,SHP-000141_transport.pdf,1,2026-09-11,2026-09-11,OceanBridge Logistics,,COMPLETE,Yes
DOC-0000874,SHP-000141,EU-APP-0003,Fibre Declaration,MAT-3166_declaration.pdf,1,2026-09-11,2024-06-20,,,COMPLETE,Yes
DOC-0000875,SHP-000141,EU-APP-0003,Classification Memo,SHP-000141_EU-APP-0003_classification.pdf,1,2026-09-11,2026-09-11,Customs broker,,COMPLETE,Yes
DOC-0000876,SHP-000141,EU-APP-0003,Tariff Query Snapshot,SHP-000141_EU-APP-0003_tariff_query.pdf,1,2026-09-11,2026-07-01,Access2Markets export,,COMPLETE,Yes
DOC-0000877,SHP-000142,,Packing List,SHP-000142_packing_list.pdf,1,2026-11-13,2026-11-13,Silverline Garments LLP,,COMPLETE,Yes
DOC-0000878,SHP-000142,EU-APP-0065,Fibre Declaration,MAT-9665_declaration.pdf,1,2026-11-13,2026-01-30,M. Kumar,,COMPLETE,Yes
DOC-0000879,SHP-000142,EU-APP-0065,Classification Memo,SHP-000142_EU-APP-0065_classification.pdf,1,2026-11-13,2026-11-13,Exporter classification team,,COMPLETE,Yes
DOC-0000880,SHP-000142,EU-APP-0033,Fibre Declaration,MAT-3073_declaration.pdf,1,2026-11-13,2025-06-27,M. Kumar,,COMPLETE,Yes
DOC-0000881,SHP-000142,EU-APP-0033,Tariff Query Snapshot,SHP-000142_EU-APP-0033_tariff_query.pdf,1,2026-11-13,2026-11-02,Access2Markets export,,COMPLETE,Yes
DOC-0000882,SHP-000143,,Commercial Invoice,SHP-000143_invoice_v1.pdf,1,2026-08-20,2026-08-20,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000883,SHP-000143,,Packing List,SHP-000143_packing_list.pdf,1,2026-08-20,2026-08-20,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000884,SHP-000143,EU-APP-0009,Label Artwork,EU-APP-0009_FR_label_v2.pdf,1,2026-01-11,2026-01-11,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000885,SHP-000143,EU-APP-0009,Fibre Declaration,MAT-4504_declaration.pdf,1,2026-08-20,2024-04-14,A. Sharma,,COMPLETE,Yes
DOC-0000886,SHP-000143,EU-APP-0009,Classification Memo,SHP-000143_EU-APP-0009_classification.pdf,1,2026-08-20,2026-08-20,Customs broker,,COMPLETE,Yes
DOC-0000887,SHP-000143,EU-APP-0009,Tariff Query Snapshot,SHP-000143_EU-APP-0009_tariff_query.pdf,1,2026-08-20,2026-08-10,Access2Markets export,,COMPLETE,Yes
DOC-0000888,SHP-000143,EU-APP-0053,Fibre Declaration,MAT-6374_declaration.pdf,1,2026-08-20,2024-08-04,Quality Manager,,COMPLETE,Yes
DOC-0000889,SHP-000143,EU-APP-0053,Classification Memo,SHP-000143_EU-APP-0053_classification.pdf,1,2026-08-20,2026-08-20,Customs broker,,COMPLETE,Yes
DOC-0000890,SHP-000143,EU-APP-0053,Tariff Query Snapshot,SHP-000143_EU-APP-0053_tariff_query.pdf,1,2026-08-20,2026-07-11,Access2Markets export,,COMPLETE,Yes
DOC-0000891,SHP-000144,,Commercial Invoice,SHP-000144_invoice_v1.pdf,1,2026-09-27,2026-09-27,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000892,SHP-000144,,Packing List,SHP-000144_packing_list.pdf,1,2026-09-27,2026-09-27,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000893,SHP-000144,EU-APP-0004,Fibre Declaration,MAT-6559_declaration.pdf,1,2026-09-27,2025-09-07,A. Sharma,,COMPLETE,Yes
DOC-0000894,SHP-000144,EU-APP-0004,Classification Memo,SHP-000144_EU-APP-0004_classification.pdf,1,2026-09-27,2026-09-27,Exporter classification team,,COMPLETE,Yes
DOC-0000895,SHP-000145,,Commercial Invoice,SHP-000145_invoice_v1.pdf,1,2026-09-28,2026-09-28,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0000896,SHP-000145,,Packing List,SHP-000145_packing_list.pdf,1,2026-09-28,2026-09-28,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0000897,SHP-000145,EU-APP-0033,Label Artwork,EU-APP-0033_IT_label_v1.pdf,4,2025-10-05,2025-10-05,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0000898,SHP-000145,EU-APP-0033,Fibre Declaration,MAT-2938_declaration.pdf,1,2026-09-28,2025-06-06,Quality Manager,,COMPLETE,Yes
DOC-0000899,SHP-000145,EU-APP-0033,Classification Memo,SHP-000145_EU-APP-0033_classification.pdf,1,2026-09-28,2026-09-28,Customs broker,,COMPLETE,Yes
DOC-0000900,SHP-000145,EU-APP-0033,Tariff Query Snapshot,SHP-000145_EU-APP-0033_tariff_query.pdf,1,2026-09-28,2026-08-17,Access2Markets export,,COMPLETE,Yes
DOC-0000901,SHP-000146,,Commercial Invoice,SHP-000146_invoice_v1.pdf,1,2026-07-04,2026-07-04,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0000902,SHP-000146,,Packing List,SHP-000146_packing_list.pdf,1,2026-07-04,2026-07-04,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0000903,SHP-000146,EU-APP-0076,Fibre Declaration,MAT-3603_declaration.pdf,1,2026-07-04,2024-08-06,M. Kumar,,COMPLETE,Yes
DOC-0000904,SHP-000146,EU-APP-0076,Classification Memo,SHP-000146_EU-APP-0076_classification.pdf,1,2026-07-04,2026-07-04,Customs broker,,COMPLETE,Yes
DOC-0000905,SHP-000146,EU-APP-0076,Tariff Query Snapshot,SHP-000146_EU-APP-0076_tariff_query.pdf,1,2026-07-04,2026-03-10,Access2Markets export,,COMPLETE,Yes
DOC-0000906,SHP-000147,,Commercial Invoice,SHP-000147_invoice_v1.pdf,1,2026-07-29,2026-07-29,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000907,SHP-000147,,Packing List,SHP-000147_packing_list.pdf,1,2026-07-29,2026-07-29,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000908,SHP-000147,EU-APP-0053,Label Artwork,EU-APP-0053_IT_label_v4.pdf,4,2026-05-23,2026-05-23,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000909,SHP-000147,EU-APP-0053,Fibre Declaration,MAT-4504_declaration.pdf,1,2026-07-29,2024-04-14,A. Sharma,,COMPLETE,Yes
DOC-0000910,SHP-000147,EU-APP-0053,Classification Memo,SHP-000147_EU-APP-0053_classification.pdf,1,2026-07-29,2026-07-29,Exporter classification team,,COMPLETE,Yes
DOC-0000911,SHP-000147,EU-APP-0053,Tariff Query Snapshot,SHP-000147_EU-APP-0053_tariff_query.pdf,1,2026-07-29,2026-06-13,Access2Markets export,,COMPLETE,Yes
DOC-0000912,SHP-000147,EU-APP-0050,Label Artwork,EU-APP-0050_IT_label_v3.pdf,2,2026-05-06,2026-05-06,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000913,SHP-000147,EU-APP-0050,Fibre Declaration,MAT-2536_declaration.pdf,1,2026-07-29,2025-02-15,,,COMPLETE,Yes
DOC-0000914,SHP-000147,EU-APP-0050,Tariff Query Snapshot,SHP-000147_EU-APP-0050_tariff_query.pdf,1,2026-07-29,2026-04-13,Access2Markets export,,COMPLETE,Yes
DOC-0000915,SHP-000147,EU-APP-0034,Fibre Declaration,MAT-7290_declaration.pdf,1,2026-07-29,2025-10-06,Quality Manager,,COMPLETE,Yes
DOC-0000916,SHP-000147,EU-APP-0034,Classification Memo,SHP-000147_EU-APP-0034_classification.pdf,1,2026-07-29,2026-07-29,Exporter classification team,,COMPLETE,Yes
DOC-0000917,SHP-000148,,Commercial Invoice,SHP-000148_invoice_v1.pdf,1,2026-11-02,2026-11-02,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0000918,SHP-000148,,Packing List,SHP-000148_packing_list.pdf,1,2026-11-02,2026-11-02,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0000919,SHP-000148,EU-APP-0051,Label Artwork,EU-APP-0051_ES_label_v1.pdf,4,2025-08-02,2025-08-02,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0000920,SHP-000148,EU-APP-0051,Fibre Declaration,MAT-8411_declaration.pdf,1,2026-11-02,2024-10-26,A. Sharma,,COMPLETE,Yes
DOC-0000921,SHP-000148,EU-APP-0051,Classification Memo,SHP-000148_EU-APP-0051_classification.pdf,1,2026-11-02,2026-11-02,Customs broker,,COMPLETE,Yes
DOC-0000922,SHP-000148,EU-APP-0051,Tariff Query Snapshot,SHP-000148_EU-APP-0051_tariff_query.pdf,1,2026-11-02,2026-07-24,Access2Markets export,,COMPLETE,Yes
DOC-0000923,SHP-000149,,Packing List,SHP-000149_packing_list.pdf,1,2026-08-30,2026-08-30,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000924,SHP-000149,,Transport Document,SHP-000149_transport.pdf,1,2026-08-30,2026-08-30,BlueWave Logistics,,COMPLETE,Yes
DOC-0000925,SHP-000149,EU-APP-0073,Fibre Declaration,MAT-4889_declaration.pdf,1,2026-08-30,2024-09-29,A. Sharma,,COMPLETE,Yes
DOC-0000926,SHP-000149,EU-APP-0073,Classification Memo,SHP-000149_EU-APP-0073_classification.pdf,1,2026-08-30,2026-08-30,Exporter classification team,,COMPLETE,Yes
DOC-0000927,SHP-000149,EU-APP-0073,Tariff Query Snapshot,SHP-000149_EU-APP-0073_tariff_query.pdf,1,2026-08-30,2026-07-06,Access2Markets export,,COMPLETE,Yes
DOC-0000928,SHP-000149,EU-APP-0064,Label Artwork,EU-APP-0064_NL_label_v1.pdf,4,2025-11-27,2025-11-27,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0000929,SHP-000149,EU-APP-0064,Fibre Declaration,MAT-1018_declaration.pdf,1,2026-08-30,2025-02-07,A. Sharma,,COMPLETE,Yes
DOC-0000930,SHP-000149,EU-APP-0064,Classification Memo,SHP-000149_EU-APP-0064_classification.pdf,1,2026-08-30,2026-08-30,Customs broker,,COMPLETE,Yes
DOC-0000931,SHP-000149,EU-APP-0064,Tariff Query Snapshot,SHP-000149_EU-APP-0064_tariff_query.pdf,1,2026-08-30,2026-05-28,Access2Markets export,,COMPLETE,Yes
DOC-0000932,SHP-000150,,Commercial Invoice,SHP-000150_invoice_v1.pdf,1,2026-11-05,2026-11-05,Silverline Garments LLP,,COMPLETE,Yes
DOC-0000933,SHP-000150,,Packing List,SHP-000150_packing_list.pdf,1,2026-11-05,2026-11-05,Silverline Garments LLP,,COMPLETE,Yes
DOC-0000934,SHP-000150,EU-APP-0034,Fibre Declaration,MAT-1249_declaration.pdf,1,2026-11-05,2024-02-02,M. Kumar,,COMPLETE,Yes
DOC-0000935,SHP-000150,EU-APP-0034,Classification Memo,SHP-000150_EU-APP-0034_classification.pdf,1,2026-11-05,2026-11-05,Exporter classification team,,COMPLETE,Yes
DOC-0000936,SHP-000151,,Packing List,SHP-000151_packing_list.pdf,1,2026-11-13,2026-11-13,Lotus Garments LLP,,COMPLETE,Yes
DOC-0000937,SHP-000151,EU-APP-0043,Label Artwork,EU-APP-0043_NL_label_v3.pdf,1,2025-10-07,2025-10-07,Lotus Garments LLP,,COMPLETE,Yes
DOC-0000938,SHP-000151,EU-APP-0043,Fibre Declaration,MAT-1935_declaration.pdf,1,2026-11-13,2025-07-16,Quality Manager,,COMPLETE,Yes
DOC-0000939,SHP-000151,EU-APP-0043,Classification Memo,SHP-000151_EU-APP-0043_classification.pdf,1,2026-11-13,2026-11-13,Customs broker,,COMPLETE,Yes
DOC-0000940,SHP-000151,EU-APP-0043,Tariff Query Snapshot,SHP-000151_EU-APP-0043_tariff_query.pdf,1,2026-11-13,2026-08-30,Access2Markets export,,COMPLETE,Yes
DOC-0000941,SHP-000152,,Commercial Invoice,SHP-000152_invoice_v1.pdf,1,2026-11-09,2026-11-09,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000942,SHP-000152,,Packing List,SHP-000152_packing_list.pdf,1,2026-11-09,2026-11-09,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000943,SHP-000152,,Transport Document,SHP-000152_transport.pdf,1,2026-11-09,2026-11-09,BlueWave Logistics,,COMPLETE,Yes
DOC-0000944,SHP-000152,EU-APP-0046,Fibre Declaration,MAT-9665_declaration.pdf,1,2026-11-09,2026-01-30,M. Kumar,,COMPLETE,Yes
DOC-0000945,SHP-000152,EU-APP-0046,Classification Memo,SHP-000152_EU-APP-0046_classification.pdf,1,2026-11-09,2026-11-09,Customs broker,,COMPLETE,Yes
DOC-0000946,SHP-000152,EU-APP-0046,Tariff Query Snapshot,SHP-000152_EU-APP-0046_tariff_query.pdf,1,2026-11-09,2026-10-03,Access2Markets export,,COMPLETE,Yes
DOC-0000947,SHP-000153,,Commercial Invoice,SHP-000153_invoice_v1.pdf,1,2026-10-03,2026-10-03,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000948,SHP-000153,,Packing List,SHP-000153_packing_list.pdf,1,2026-10-03,2026-10-03,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000949,SHP-000153,,Transport Document,SHP-000153_transport.pdf,1,2026-10-03,2026-10-03,BlueWave Logistics,,COMPLETE,Yes
DOC-0000950,SHP-000153,EU-APP-0018,Fibre Declaration,MAT-1619_declaration.pdf,1,2026-10-03,2024-12-22,Quality Manager,,COMPLETE,Yes
DOC-0000951,SHP-000153,EU-APP-0018,Classification Memo,SHP-000153_EU-APP-0018_classification.pdf,1,2026-10-03,2026-10-03,Customs broker,,COMPLETE,Yes
DOC-0000952,SHP-000154,,Commercial Invoice,SHP-000154_invoice_v1.pdf,1,2026-10-17,2026-10-17,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000953,SHP-000154,,Packing List,SHP-000154_packing_list.pdf,1,2026-10-17,2026-10-17,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0000954,SHP-000154,,Transport Document,SHP-000154_transport.pdf,1,2026-10-17,2026-10-17,OceanBridge Logistics,,COMPLETE,Yes
DOC-0000955,SHP-000154,EU-APP-0053,Fibre Declaration,MAT-5746_declaration.pdf,1,2026-10-17,2025-11-04,A. Sharma,,COMPLETE,Yes
DOC-0000956,SHP-000154,EU-APP-0053,Classification Memo,SHP-000154_EU-APP-0053_classification.pdf,1,2026-10-17,2026-10-17,Exporter classification team,,COMPLETE,Yes
DOC-0000957,SHP-000154,EU-APP-0053,Tariff Query Snapshot,SHP-000154_EU-APP-0053_tariff_query.pdf,1,2026-10-17,2026-07-05,Access2Markets export,,COMPLETE,Yes
DOC-0000958,SHP-000155,,Commercial Invoice,SHP-000155_invoice_v1.pdf,1,2026-10-26,2026-10-26,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000959,SHP-000155,,Packing List,SHP-000155_packing_list.pdf,1,2026-10-26,2026-10-26,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000960,SHP-000155,,Transport Document,SHP-000155_transport.pdf,1,2026-10-26,2026-10-26,OceanBridge Logistics,,COMPLETE,Yes
DOC-0000961,SHP-000155,EU-APP-0013,Label Artwork,EU-APP-0013_FR_label_v2.pdf,2,2025-08-19,2025-08-19,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000962,SHP-000155,EU-APP-0013,Fibre Declaration,MAT-7395_declaration.pdf,1,2026-10-26,2025-07-09,Quality Manager,,COMPLETE,Yes
DOC-0000963,SHP-000155,EU-APP-0013,Classification Memo,SHP-000155_EU-APP-0013_classification.pdf,1,2026-10-26,2026-10-26,Exporter classification team,,COMPLETE,Yes
DOC-0000964,SHP-000155,EU-APP-0013,Tariff Query Snapshot,SHP-000155_EU-APP-0013_tariff_query.pdf,1,2026-10-26,2026-09-15,Access2Markets export,,COMPLETE,Yes
DOC-0000965,SHP-000156,,Commercial Invoice,SHP-000156_invoice_v1.pdf,1,2026-10-20,2026-10-20,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000966,SHP-000156,,Packing List,SHP-000156_packing_list.pdf,1,2026-10-20,2026-10-20,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000967,SHP-000156,,Transport Document,SHP-000156_transport.pdf,1,2026-10-20,2026-10-20,BlueWave Logistics,,COMPLETE,Yes
DOC-0000968,SHP-000156,EU-APP-0013,Label Artwork,EU-APP-0013_DE_label_v3.pdf,2,2026-06-25,2026-06-25,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0000969,SHP-000156,EU-APP-0013,Fibre Declaration,MAT-7395_declaration.pdf,1,2026-10-20,2025-07-09,Quality Manager,,COMPLETE,Yes
DOC-0000970,SHP-000156,EU-APP-0013,Classification Memo,SHP-000156_EU-APP-0013_classification.pdf,1,2026-10-20,2026-10-20,Exporter classification team,,COMPLETE,Yes
DOC-0000971,SHP-000157,,Commercial Invoice,SHP-000157_invoice_v1.pdf,1,2026-08-16,2026-08-16,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0000972,SHP-000157,,Packing List,SHP-000157_packing_list.pdf,1,2026-08-16,2026-08-16,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0000973,SHP-000157,EU-APP-0071,Fibre Declaration,MAT-2768_declaration.pdf,1,2026-08-16,2024-02-09,,,COMPLETE,Yes
DOC-0000974,SHP-000158,,Commercial Invoice,SHP-000158_invoice_v1.pdf,1,2026-07-18,2026-07-18,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000975,SHP-000158,,Packing List,SHP-000158_packing_list.pdf,1,2026-07-18,2026-07-18,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000976,SHP-000158,EU-APP-0077,Fibre Declaration,MAT-9576_declaration.pdf,1,2026-07-18,2025-03-22,A. Sharma,,COMPLETE,Yes
DOC-0000977,SHP-000158,EU-APP-0077,Classification Memo,SHP-000158_EU-APP-0077_classification.pdf,1,2026-07-18,2026-07-18,Exporter classification team,,COMPLETE,Yes
DOC-0000978,SHP-000158,EU-APP-0077,Tariff Query Snapshot,SHP-000158_EU-APP-0077_tariff_query.pdf,1,2026-07-18,2026-07-13,Access2Markets export,,COMPLETE,Yes
DOC-0000979,SHP-000159,,Commercial Invoice,SHP-000159_invoice_v1.pdf,1,2026-11-17,2026-11-17,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000980,SHP-000159,,Packing List,SHP-000159_packing_list.pdf,1,2026-11-17,2026-11-17,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0000981,SHP-000159,EU-APP-0026,Fibre Declaration,MAT-4504_declaration.pdf,1,2026-11-17,2024-04-14,A. Sharma,,COMPLETE,Yes
DOC-0000982,SHP-000159,EU-APP-0026,Classification Memo,SHP-000159_EU-APP-0026_classification.pdf,1,2026-11-17,2026-11-17,Exporter classification team,,COMPLETE,Yes
DOC-0000983,SHP-000159,EU-APP-0026,Tariff Query Snapshot,SHP-000159_EU-APP-0026_tariff_query.pdf,1,2026-11-17,2026-11-04,Access2Markets export,,COMPLETE,Yes
DOC-0000984,SHP-000159,EU-APP-0060,Fibre Declaration,MAT-3073_declaration.pdf,1,2026-11-17,2025-06-27,M. Kumar,,COMPLETE,Yes
DOC-0000985,SHP-000159,EU-APP-0060,Tariff Query Snapshot,SHP-000159_EU-APP-0060_tariff_query.pdf,1,2026-11-17,2026-10-29,Access2Markets export,,COMPLETE,Yes
DOC-0000986,SHP-000160,,Commercial Invoice,SHP-000160_invoice_v1.pdf,1,2026-09-26,2026-09-26,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0000987,SHP-000160,,Packing List,SHP-000160_packing_list.pdf,1,2026-09-26,2026-09-26,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0000988,SHP-000160,EU-APP-0076,Fibre Declaration,MAT-2836_declaration.pdf,1,2026-09-26,2025-12-20,M. Kumar,,COMPLETE,Yes
DOC-0000989,SHP-000160,EU-APP-0076,Classification Memo,SHP-000160_EU-APP-0076_classification.pdf,1,2026-09-26,2026-09-26,Customs broker,,COMPLETE,Yes
DOC-0000990,SHP-000160,EU-APP-0076,Tariff Query Snapshot,SHP-000160_EU-APP-0076_tariff_query.pdf,1,2026-09-26,2026-06-06,Access2Markets export,,COMPLETE,Yes
DOC-0000991,SHP-000161,,Packing List,SHP-000161_packing_list.pdf,1,2026-10-30,2026-10-30,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000992,SHP-000161,EU-APP-0017,Label Artwork,EU-APP-0017_NL_label_v2.pdf,3,2026-02-01,2026-02-01,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0000993,SHP-000161,EU-APP-0017,Fibre Declaration,MAT-4540_declaration.pdf,1,2026-10-30,2026-02-25,A. Sharma,,COMPLETE,Yes
DOC-0000994,SHP-000161,EU-APP-0017,Classification Memo,SHP-000161_EU-APP-0017_classification.pdf,1,2026-10-30,2026-10-30,Customs broker,,COMPLETE,Yes
DOC-0000995,SHP-000161,EU-APP-0017,Tariff Query Snapshot,SHP-000161_EU-APP-0017_tariff_query.pdf,1,2026-10-30,2026-08-25,Access2Markets export,,COMPLETE,Yes
DOC-0000996,SHP-000162,,Commercial Invoice,SHP-000162_invoice_v1.pdf,1,2026-07-28,2026-07-28,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000997,SHP-000162,,Packing List,SHP-000162_packing_list.pdf,1,2026-07-28,2026-07-28,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000998,SHP-000162,EU-APP-0034,Label Artwork,EU-APP-0034_FR_label_v2.pdf,3,2026-03-31,2026-03-31,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0000999,SHP-000162,EU-APP-0034,Fibre Declaration,MAT-6486_declaration.pdf,1,2026-07-28,2024-09-20,Quality Manager,,COMPLETE,Yes
DOC-0001000,SHP-000162,EU-APP-0056,Fibre Declaration,MAT-9665_declaration.pdf,1,2026-07-28,2026-01-30,M. Kumar,,COMPLETE,Yes
DOC-0001001,SHP-000162,EU-APP-0056,Classification Memo,SHP-000162_EU-APP-0056_classification.pdf,1,2026-07-28,2026-07-28,Customs broker,,COMPLETE,Yes
DOC-0001002,SHP-000162,EU-APP-0056,Tariff Query Snapshot,SHP-000162_EU-APP-0056_tariff_query.pdf,1,2026-07-28,2026-05-31,Access2Markets export,,COMPLETE,Yes
DOC-0001003,SHP-000163,,Commercial Invoice,SHP-000163_invoice_v1.pdf,1,2026-08-04,2026-08-04,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0001004,SHP-000163,,Packing List,SHP-000163_packing_list.pdf,1,2026-08-04,2026-08-04,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
