document_id,field_name,field_value_raw,page_number,extraction_confidence
DOC-0000823,basis,"construction, fibre composition and garment type",1,0.87
DOC-0000823,decision_type,Buyer-provided,3,0.97
DOC-0000824,origin,India,2,0.8
DOC-0000824,destination,French Republic,3,0.94
DOC-0000824,product_code,620462,2,0.98
DOC-0000824,query_date,2026-04-20,2,0.95
DOC-0000824,result_summary,Tariff and measures displayed in attached export,1,0.85
DOC-0000825,fibre_text,100% cotton,2,0.99
DOC-0000825,language_code,fr,3,0.95
DOC-0000825,animal_origin_statement,,2,0.84
DOC-0000825,manufacturer_name,Saffron Apparel Works,2,0.77
DOC-0000825,product_identifier,EU-APP-0051,2,0.96
DOC-0000825,care_text,Machine wash cold,2,0.78
DOC-0000826,supplier_id,SUP-0005,2,0.94
DOC-0000826,material_code,MAT-8411,1,0.85
DOC-0000826,sku_reference,EU-APP-0051,3,0.92
DOC-0000826,fibre_composition,100% cotton,3,0.81
DOC-0000826,signature_present,Yes,3,0.79
DOC-0000826,valid_until,2027-05-08,1,0.87
DOC-0000827,product_description,Adult unisex knitted t-shirt - Grey,1,0.97
DOC-0000827,proposed_code,610910,3,0.88
DOC-0000827,basis,"construction, fibre composition and garment type",3,0.83
DOC-0000827,decision_type,Proposed,3,0.8
DOC-0000828,invoice_number,INV-000134,3,0.86
DOC-0000828,seller_name,Indus Cottonwear Pvt Ltd,1,0.79
DOC-0000828,buyer_name,Urban Retail SRL,1,0.94
DOC-0000828,quantity_total,2113,1,0.8
DOC-0000828,total_value,21341.3,2,0.87
DOC-0000828,currency,USD,3,0.98
DOC-0000828,incoterm,CIP,3,0.78
DOC-0000828,origin_country,India,2,0.9
DOC-0000828,hs_code,62019300,1,0.87
DOC-0000829,quantity_total,2113,3,0.78
DOC-0000829,package_count,76,2,0.97
DOC-0000829,gross_weight_kg,2124.61,3,0.94
DOC-0000829,volume_cbm,11.76,3,0.79
DOC-0000829,marks_and_numbers,MARK-0134,2,0.93
DOC-0000830,document_number,AWB-279088,3,0.81
DOC-0000830,shipper,Indus Cottonwear Pvt Ltd,2,0.87
DOC-0000830,consignee,Urban Retail SRL,1,0.79
DOC-0000830,destination_port,Valencia,1,0.77
DOC-0000830,package_count,76,1,0.78
DOC-0000830,gross_weight_kg,2124.61,2,0.87
DOC-0000831,fibre_text,60% cotton / 40% polyester,1,0.9
DOC-0000831,language_code,es,3,0.97
DOC-0000831,animal_origin_statement,Contains non-textile parts of animal origin,3,0.99
DOC-0000831,manufacturer_name,,1,0.9
DOC-0000831,product_identifier,EU-APP-0044,3,0.98
DOC-0000831,care_text,Machine wash cold,2,0.96
DOC-0000832,supplier_id,SUP-0010,1,0.98
DOC-0000832,material_code,MAT-7395,3,0.96
DOC-0000832,sku_reference,,1,0.85
DOC-0000832,fibre_composition,60% cotton / 40% polyester,1,0.96
DOC-0000832,signature_present,No,3,0.77
DOC-0000832,valid_until,,1,0.89
DOC-0000833,product_description,Adult men woven jacket - Black,3,0.85
DOC-0000833,proposed_code,62019300,2,0.86
DOC-0000833,basis,"construction, fibre composition and garment type",3,0.85
DOC-0000833,decision_type,Buyer-provided,3,0.95
DOC-0000834,origin,India,3,0.94
DOC-0000834,destination,España,1,0.83
DOC-0000834,product_code,62019300,3,0.96
DOC-0000834,query_date,2026-07-02,2,0.81
DOC-0000834,result_summary,Tariff and measures displayed in attached export,1,0.77
DOC-0000835,invoice_number,INV-000135,1,0.89
DOC-0000835,seller_name,Aarav Fashion Exports,3,0.84
DOC-0000835,buyer_name,Moda Fashion GmbH,2,0.98
DOC-0000835,quantity_total,2573,1,0.91
DOC-0000835,total_value,49813.28,3,0.87
DOC-0000835,currency,USD,2,0.91
DOC-0000835,incoterm,CIP,1,0.91
DOC-0000835,origin_country,India,3,0.86
DOC-0000835,hs_code,611020,1,0.89
DOC-0000836,quantity_total,2573,3,0.88
DOC-0000836,package_count,47,2,0.89
DOC-0000836,gross_weight_kg,1290.64,1,0.93
DOC-0000836,volume_cbm,7.275,3,0.79
DOC-0000836,marks_and_numbers,MARK-0135,1,0.82
DOC-0000837,document_number,AWB-375894,2,0.8
DOC-0000837,shipper,Aarav Fashion Exports,3,0.96
DOC-0000837,consignee,Moda Fashion GmbH,2,0.96
DOC-0000837,destination_port,Valencia,2,0.84
DOC-0000837,package_count,47,1,0.95
DOC-0000837,gross_weight_kg,1290.64,3,0.93
DOC-0000838,supplier_id,SUP-0005,2,0.82
DOC-0000838,material_code,MAT-1694,2,0.89
DOC-0000838,sku_reference,,1,0.78
DOC-0000838,fibre_composition,95% cotton / 5% elastane,3,0.9
DOC-0000838,signature_present,Yes,3,0.98
DOC-0000838,valid_until,2027-03-05,3,0.78
DOC-0000839,product_description,Child unisex knitted sweatshirt - Navy,3,0.81
DOC-0000839,proposed_code,611020,2,0.98
DOC-0000839,basis,"construction, fibre composition and garment type",3,0.87
DOC-0000839,decision_type,Buyer-provided,1,0.97
DOC-0000840,origin,India,3,0.79
DOC-0000840,destination,ES,2,0.8
DOC-0000840,product_code,611020,1,0.99
DOC-0000840,query_date,2026-11-04,2,0.93
DOC-0000840,result_summary,Tariff and measures displayed in attached export,2,0.9
DOC-0000841,invoice_number,INV-000136,1,0.95
DOC-0000841,seller_name,Narmada Clothing Pvt Ltd,1,0.86
DOC-0000841,buyer_name,Riviera Textiles SL,1,0.82
DOC-0000841,quantity_total,3174,1,0.88
DOC-0000841,total_value,27994.68,3,0.9
DOC-0000841,currency,USD,1,0.81
DOC-0000841,incoterm,CIF,1,0.84
DOC-0000841,origin_country,India,3,0.76
DOC-0000841,hs_code,610443,1,0.99
DOC-0000842,quantity_total,3174,2,0.83
DOC-0000842,package_count,56,2,0.95
DOC-0000842,gross_weight_kg,1564.49,3,0.95
DOC-0000842,volume_cbm,11.897,2,0.92
DOC-0000842,marks_and_numbers,MARK-0136,2,0.83
DOC-0000843,fibre_text,60% cotton / 40% polyester,2,0.77
DOC-0000843,language_code,nl,1,0.95
DOC-0000843,animal_origin_statement,,2,0.82
DOC-0000843,manufacturer_name,Aarav Fashion Exports,1,0.88
DOC-0000843,product_identifier,EU-APP-0031,2,0.77
DOC-0000843,care_text,See symbols,1,0.91
DOC-0000844,supplier_id,SUP-0001,1,0.8
DOC-0000844,material_code,MAT-2536,3,0.92
DOC-0000844,sku_reference,,1,0.82
DOC-0000844,fibre_composition,70% viscose / 30% linen,2,0.98
DOC-0000844,signature_present,Yes,2,0.76
DOC-0000844,valid_until,2026-10-04,1,0.93
DOC-0000845,product_description,Adult women knitted dress - Navy,3,0.9
DOC-0000845,proposed_code,610443,2,0.77
DOC-0000845,basis,"construction, fibre composition and garment type",3,0.94
DOC-0000845,decision_type,Proposed,1,0.93
DOC-0000846,origin,India,2,0.76
DOC-0000846,destination,NL,2,0.96
DOC-0000846,product_code,610443,1,0.98
DOC-0000846,query_date,2026-05-28,1,0.84
DOC-0000846,result_summary,Tariff and measures displayed in attached export,2,0.9
DOC-0000847,invoice_number,INV-000137,3,0.86
DOC-0000847,seller_name,Lotus Garments LLP,3,0.77
DOC-0000847,buyer_name,Galeria Retail SAS,3,0.99
DOC-0000847,quantity_total,3696,3,0.93
DOC-0000847,total_value,61763.4,1,0.83
DOC-0000847,currency,USD,2,0.99
DOC-0000847,incoterm,CIP,1,0.98
DOC-0000847,origin_country,India,3,0.86
DOC-0000847,hs_code,620520,2,0.92
DOC-0000848,quantity_total,3696,1,0.86
DOC-0000848,package_count,70,2,0.97
DOC-0000848,gross_weight_kg,1943.12,2,0.87
DOC-0000848,volume_cbm,11.847,3,0.97
DOC-0000848,marks_and_numbers,MARK-0137,1,0.98
DOC-0000849,supplier_id,SUP-0012,3,0.82
DOC-0000849,material_code,MAT-6276,2,0.85
DOC-0000849,sku_reference,,3,0.92
DOC-0000849,fibre_composition,100% cotton,2,0.87
DOC-0000849,signature_present,Yes,1,0.82
DOC-0000849,valid_until,2027-11-25,3,0.91
DOC-0000850,product_description,Adult men woven shirt - Blue,1,0.96
DOC-0000850,proposed_code,620520,2,0.85
DOC-0000850,basis,"construction, fibre composition and garment type",2,0.89
DOC-0000850,decision_type,Reviewed,3,0.97
DOC-0000851,fibre_text,70% viscose / 30% linen,2,0.78
DOC-0000851,language_code,de,1,0.8
DOC-0000851,animal_origin_statement,,1,0.86
DOC-0000851,manufacturer_name,Silverline Garments LLP,2,0.91
DOC-0000851,product_identifier,EU-APP-0050,1,0.88
DOC-0000851,care_text,See symbols,2,0.93
DOC-0000852,supplier_id,SUP-0002,1,0.99
DOC-0000852,material_code,MAT-4540,2,0.9
DOC-0000852,sku_reference,,2,0.79
DOC-0000852,fibre_composition,70% viscose / 30% linen,3,0.96
DOC-0000852,signature_present,No,3,0.79
DOC-0000852,valid_until,2026-10-03,1,0.88
DOC-0000853,product_description,Adult men woven jacket - Grey,2,0.78
DOC-0000853,proposed_code,62019300,2,0.91
DOC-0000853,basis,"construction, fibre composition and garment type",1,0.79
DOC-0000853,decision_type,Buyer-provided,3,0.87
DOC-0000854,origin,India,2,0.91
DOC-0000854,destination,Germany,1,0.93
DOC-0000854,product_code,62019300,3,0.94
DOC-0000854,query_date,2026-07-31,3,0.94
DOC-0000854,result_summary,Tariff and measures displayed in attached export,1,0.99
DOC-0000855,invoice_number,INV-000138,3,0.86
DOC-0000855,seller_name,Narmada Clothing Pvt Ltd,3,0.93
DOC-0000855,buyer_name,Urban Retail SRL,3,0.95
DOC-0000855,quantity_total,1730,3,0.9
DOC-0000855,total_value,10570.3,3,0.97
DOC-0000855,currency,USD,3,0.85
DOC-0000855,incoterm,CIF,1,0.88
DOC-0000855,origin_country,India,3,0.97
DOC-0000855,hs_code,610910,3,0.86
DOC-0000856,quantity_total,1730,1,0.94
DOC-0000856,package_count,14,2,0.84
DOC-0000856,gross_weight_kg,389.67,1,0.99
DOC-0000856,volume_cbm,1.849,3,0.79
DOC-0000856,marks_and_numbers,MARK-0138,2,0.94
DOC-0000857,fibre_text,60% cotton / 40% polyester,3,0.84
DOC-0000857,language_code,es,2,0.87
DOC-0000857,animal_origin_statement,,3,0.98
DOC-0000857,manufacturer_name,Silverline Garments LLP,1,0.93
DOC-0000857,product_identifier,EU-APP-0029,2,0.8
DOC-0000857,care_text,Wash at 30C,2,0.99
DOC-0000858,supplier_id,SUP-0010,3,0.85
DOC-0000858,material_code,MAT-7395,1,0.95
DOC-0000858,sku_reference,,3,0.83
DOC-0000858,fibre_composition,60% cotton / 40% polyester,1,0.97
DOC-0000858,signature_present,No,3,0.82
DOC-0000858,valid_until,,1,0.96
DOC-0000859,product_description,Adult unisex t-shirt - Pink,2,0.87
DOC-0000859,proposed_code,610910,3,0.87
DOC-0000859,basis,"construction, fibre composition and garment type",3,0.8
DOC-0000859,decision_type,Proposed,3,0.99
DOC-0000860,invoice_number,INV-000139,3,0.82
DOC-0000860,seller_name,Saffron Apparel Works,1,0.94
DOC-0000860,buyer_name,Moda Fashion GmbH,2,0.8
DOC-0000860,quantity_total,5388,1,0.91
DOC-0000860,total_value,105340.72,2,0.93
DOC-0000860,currency,USD,2,0.88
DOC-0000860,incoterm,CIP,1,0.79
DOC-0000860,origin_country,India,1,0.91
DOC-0000860,hs_code,620520,3,0.95
DOC-0000861,quantity_total,5408,1,0.83
DOC-0000861,package_count,73,3,0.94
DOC-0000861,gross_weight_kg,2010.21,1,0.97
DOC-0000861,volume_cbm,13.463,3,0.85
DOC-0000861,marks_and_numbers,MARK-0139,1,0.95
DOC-0000862,supplier_id,SUP-0004,2,0.95
DOC-0000862,material_code,MAT-8262,1,0.8
DOC-0000862,sku_reference,,1,0.91
DOC-0000862,fibre_composition,60% cotton / 40% polyester,3,0.86
DOC-0000862,signature_present,Yes,2,0.93
DOC-0000862,valid_until,,3,0.78
DOC-0000863,origin,India,3,0.87
DOC-0000863,destination,Spain,1,0.79
DOC-0000863,product_code,620520,2,0.81
DOC-0000863,query_date,2026-05-05,3,0.97
DOC-0000863,result_summary,Tariff and measures displayed in attached export,2,0.77
DOC-0000864,fibre_text,100% polyester,2,0.79
DOC-0000864,language_code,es,3,0.9
DOC-0000864,animal_origin_statement,,2,0.92
DOC-0000864,manufacturer_name,Triveni Textiles Ltd,2,0.77
DOC-0000864,product_identifier,EU-APP-0013,1,0.77
DOC-0000864,care_text,,2,0.9
DOC-0000865,supplier_id,SUP-0010,2,0.81
DOC-0000865,material_code,MAT-7395,1,0.92
DOC-0000865,sku_reference,,2,0.89
DOC-0000865,fibre_composition,60% cotton / 40% polyester,3,0.9
DOC-0000865,signature_present,No,3,0.98
DOC-0000865,valid_until,,3,0.99
DOC-0000866,product_description,Adult women knitted dress - Beige,3,0.77
DOC-0000866,proposed_code,610443,1,0.97
DOC-0000866,basis,"construction, fibre composition and garment type",3,0.96
DOC-0000866,decision_type,Reviewed,3,0.81
DOC-0000867,origin,India,1,0.88
DOC-0000867,destination,Spain,1,0.89
DOC-0000867,product_code,610443,1,0.92
DOC-0000867,query_date,2026-06-19,3,0.9
DOC-0000867,result_summary,Tariff and measures displayed in attached export,3,0.8
DOC-0000868,invoice_number,INV-000140,2,0.86
DOC-0000868,seller_name,Saffron Apparel Works,2,0.91
DOC-0000868,buyer_name,Galeria Retail SAS,3,0.76
DOC-0000868,quantity_total,3021,1,0.78
DOC-0000868,total_value,43079.46,3,0.91
DOC-0000868,currency,USD,3,0.86
DOC-0000868,incoterm,FOB,3,0.76
DOC-0000868,origin_country,India,1,0.87
DOC-0000868,hs_code,611020,2,0.85
DOC-0000869,quantity_total,2991,1,0.85
DOC-0000869,package_count,80,3,0.92
DOC-0000869,gross_weight_kg,2213.78,3,0.87
DOC-0000869,volume_cbm,12.459,3,0.89
DOC-0000869,marks_and_numbers,,3,0.94
DOC-0000870,supplier_id,SUP-0018,1,0.83
DOC-0000870,material_code,MAT-2938,1,0.93
DOC-0000870,sku_reference,,1,0.9
DOC-0000870,fibre_composition,60% cotton / 40% polyester,2,0.88
DOC-0000870,signature_present,No,2,0.93
DOC-0000870,valid_until,2027-08-14,3,0.86
DOC-0000871,product_description,Adult unisex hoodie - Beige,1,0.94
DOC-0000871,proposed_code,611020,2,0.93
DOC-0000871,basis,"construction, fibre composition and garment type",2,0.79
DOC-0000871,decision_type,Proposed,2,0.98
DOC-0000872,quantity_total,1638,3,0.89
DOC-0000872,package_count,26,2,0.95
DOC-0000872,gross_weight_kg,715.3,1,0.87
DOC-0000872,volume_cbm,3.383,3,0.87
DOC-0000872,marks_and_numbers,,2,0.8
DOC-0000873,document_number,AWB-284558,1,0.85
DOC-0000873,shipper,Royal Knitwear Exports,2,0.98
DOC-0000873,consignee,Euro Fashion BV,1,0.89
DOC-0000873,destination_port,Bremerhaven,3,0.8
DOC-0000873,package_count,26,1,0.95
DOC-0000873,gross_weight_kg,715.3,2,0.81
DOC-0000874,supplier_id,SUP-0016,3,0.91
DOC-0000874,material_code,MAT-3166,1,0.84
DOC-0000874,sku_reference,EU-APP-0003,2,0.96
DOC-0000874,fibre_composition,100% cotton,1,0.83
DOC-0000874,signature_present,Yes,1,0.86
DOC-0000874,valid_until,2027-07-11,3,0.96
DOC-0000875,product_description,Child unisex knitted sweatshirt - White,3,0.86
DOC-0000875,proposed_code,611020,3,0.9
DOC-0000875,basis,"construction, fibre composition and garment type",1,0.96
DOC-0000875,decision_type,Buyer-provided,3,0.88
DOC-0000876,origin,India,3,0.85
DOC-0000876,destination,DE,1,0.98
DOC-0000876,product_code,611020,2,0.98
DOC-0000876,query_date,2026-07-01,3,0.93
DOC-0000876,result_summary,Tariff and measures displayed in attached export,3,0.94
DOC-0000877,quantity_total,2572,3,0.92
DOC-0000877,package_count,62,3,0.91
DOC-0000877,gross_weight_kg,1696.65,3,0.93
DOC-0000877,volume_cbm,8.782,3,0.94
DOC-0000877,marks_and_numbers,MARK-0142,2,0.91
DOC-0000878,supplier_id,SUP-0009,3,0.77
DOC-0000878,material_code,MAT-9665,2,0.86
DOC-0000878,sku_reference,,2,0.94
DOC-0000878,fibre_composition,70% viscose / 30% linen,1,0.85
DOC-0000878,signature_present,Yes,2,0.95
DOC-0000878,valid_until,2027-04-01,3,0.86
DOC-0000879,product_description,Adult women woven trousers - White,1,0.87
DOC-0000879,proposed_code,62046200,3,0.94
DOC-0000879,basis,"construction, fibre composition and garment type",1,0.96
DOC-0000879,decision_type,Proposed,1,0.85
DOC-0000880,supplier_id,SUP-0018,1,0.93
DOC-0000880,material_code,MAT-3073,3,0.79
DOC-0000880,sku_reference,,1,0.81
DOC-0000880,fibre_composition,100% cotton,1,0.98
DOC-0000880,signature_present,Yes,3,0.91
DOC-0000880,valid_until,2026-11-28,1,0.95
DOC-0000881,origin,India,2,0.81
DOC-0000881,destination,Spain,1,0.91
DOC-0000881,product_code,611020,1,0.91
DOC-0000881,query_date,2026-11-02,1,0.99
DOC-0000881,result_summary,Tariff and measures displayed in attached export,2,0.84
DOC-0000882,invoice_number,INV-000143,2,0.88
DOC-0000882,seller_name,Indus Cottonwear Pvt Ltd,2,0.92
DOC-0000882,buyer_name,Moda Stores SL,2,0.84
DOC-0000882,quantity_total,4961,1,0.92
DOC-0000882,total_value,29134.73,3,0.84
DOC-0000882,currency,USD,1,0.96
DOC-0000882,incoterm,CIF,1,0.93
DOC-0000882,origin_country,India,1,0.99
DOC-0000882,hs_code,610443,1,0.91
DOC-0000883,quantity_total,4961,1,0.85
DOC-0000883,package_count,132,2,0.93
DOC-0000883,gross_weight_kg,3656.82,1,0.93
DOC-0000883,volume_cbm,22.25,3,0.96
DOC-0000883,marks_and_numbers,MARK-0143,3,0.86
DOC-0000884,fibre_text,60% cotton / 40% polyester,1,0.98
DOC-0000884,language_code,fr,3,0.9
DOC-0000884,animal_origin_statement,,2,0.92
DOC-0000884,manufacturer_name,Everest Apparel Exports Pvt Ltd,2,0.91
DOC-0000884,product_identifier,EU-APP-0009,2,0.98
DOC-0000884,care_text,See symbols,3,0.89
DOC-0000885,supplier_id,SUP-0001,2,0.86
DOC-0000885,material_code,MAT-4504,1,0.85
DOC-0000885,sku_reference,,3,0.84
DOC-0000885,fibre_composition,100% cotton,1,0.85
DOC-0000885,signature_present,Yes,1,0.87
DOC-0000885,valid_until,,2,0.96
DOC-0000886,product_description,Adult women knitted dress - Grey,2,0.93
DOC-0000886,proposed_code,610443,1,0.83
DOC-0000886,basis,"construction, fibre composition and garment type",1,0.8
DOC-0000886,decision_type,Reviewed,2,0.92
DOC-0000887,origin,India,1,0.85
DOC-0000887,destination,FR,3,0.8
DOC-0000887,product_code,610443,3,0.8
DOC-0000887,query_date,2026-08-10,3,0.94
DOC-0000887,result_summary,Tariff and measures displayed in attached export,2,0.87
DOC-0000888,supplier_id,SUP-0025,1,0.79
DOC-0000888,material_code,MAT-6374,1,0.98
DOC-0000888,sku_reference,EU-APP-0053,2,0.82
DOC-0000888,fibre_composition,60% cotton / 40% polyester,1,0.8
DOC-0000888,signature_present,No,3,0.85
DOC-0000888,valid_until,2027-07-16,2,0.96
DOC-0000889,product_description,Adult unisex knitted hoodie - Grey,2,0.87
DOC-0000889,proposed_code,611020,2,0.98
DOC-0000889,basis,"construction, fibre composition and garment type",1,0.81
DOC-0000889,decision_type,Reviewed,1,0.78
DOC-0000890,origin,India,1,0.79
DOC-0000890,destination,FR,1,0.85
DOC-0000890,product_code,611020,1,0.94
DOC-0000890,query_date,2026-07-11,3,0.96
DOC-0000890,result_summary,Tariff and measures displayed in attached export,2,0.77
DOC-0000891,invoice_number,INV-000144,3,0.88
DOC-0000891,seller_name,Triveni Textiles Ltd,3,0.88
DOC-0000891,buyer_name,Urban Stores SAS,1,0.81
DOC-0000891,quantity_total,1155,3,0.96
DOC-0000891,total_value,19369.8,1,0.76
DOC-0000891,currency,USD,1,0.89
DOC-0000891,incoterm,DAP,2,0.76
DOC-0000891,origin_country,India,2,0.9
DOC-0000891,hs_code,620630,2,0.92
DOC-0000892,quantity_total,1055,3,0.82
DOC-0000892,package_count,11,3,0.93
DOC-0000892,gross_weight_kg,290.97,2,0.77
DOC-0000892,volume_cbm,2.039,3,0.98
DOC-0000892,marks_and_numbers,MARK-0144,2,0.92
DOC-0000893,supplier_id,SUP-0007,3,0.88
DOC-0000893,material_code,MAT-6559,1,0.8
DOC-0000893,sku_reference,,1,0.82
DOC-0000893,fibre_composition,100% cotton,2,0.91
DOC-0000893,signature_present,No,1,0.89
DOC-0000893,valid_until,,1,0.77
DOC-0000894,product_description,Adult women woven blouse - Black,3,0.99
DOC-0000894,proposed_code,620630,2,0.82
DOC-0000894,basis,"construction, fibre composition and garment type",2,0.98
DOC-0000894,decision_type,Buyer-provided,1,0.8
DOC-0000895,invoice_number,INV-000145,3,0.92
DOC-0000895,seller_name,Everest Apparel Exports Pvt Ltd,3,0.77
DOC-0000895,buyer_name,Euro Imports BV,1,0.92
DOC-0000895,quantity_total,2634,2,0.99
DOC-0000895,total_value,56657.34,2,0.84
DOC-0000895,currency,USD,1,0.9
DOC-0000895,incoterm,DAP,1,0.8
DOC-0000895,origin_country,India,3,0.87
DOC-0000895,hs_code,611020,3,0.91
DOC-0000896,quantity_total,2634,2,0.93
DOC-0000896,package_count,70,3,0.81
DOC-0000896,gross_weight_kg,1935.72,2,0.86
DOC-0000896,volume_cbm,10.235,2,0.8
DOC-0000896,marks_and_numbers,MARK-0145,2,0.98
DOC-0000897,fibre_text,100% cotton,2,0.8
DOC-0000897,language_code,it,1,0.97
DOC-0000897,animal_origin_statement,,1,0.78
DOC-0000897,manufacturer_name,,1,0.85
DOC-0000897,product_identifier,EU-APP-0033,2,0.9
DOC-0000897,care_text,,2,0.93
DOC-0000898,supplier_id,SUP-0018,3,0.9
DOC-0000898,material_code,MAT-2938,3,0.82
DOC-0000898,sku_reference,,3,0.93
DOC-0000898,fibre_composition,60% cotton / 40% polyester,3,0.97
DOC-0000898,signature_present,No,3,0.85
DOC-0000898,valid_until,2027-08-14,1,0.89
DOC-0000899,product_description,Adult unisex knitted hoodie - Beige,1,0.93
DOC-0000899,proposed_code,611020,1,0.79
DOC-0000899,basis,"construction, fibre composition and garment type",3,0.97
DOC-0000899,decision_type,Proposed,3,0.85
DOC-0000900,origin,India,3,0.92
DOC-0000900,destination,IT,3,0.78
DOC-0000900,product_code,611020,3,0.79
DOC-0000900,query_date,2026-08-17,3,0.87
DOC-0000900,result_summary,Tariff and measures displayed in attached export,2,0.98
DOC-0000901,invoice_number,INV-000146,2,0.77
DOC-0000901,seller_name,Sunrise Clothing Co,2,0.94
DOC-0000901,buyer_name,Moda Textiles SAS,2,0.81
DOC-0000901,quantity_total,2698,3,0.9
DOC-0000901,total_value,35262.86,1,0.84
DOC-0000901,currency,USD,1,0.88
DOC-0000901,incoterm,DAP,3,0.83
DOC-0000901,origin_country,India,3,0.88
DOC-0000901,hs_code,610910,3,0.86
DOC-0000902,quantity_total,2758,2,0.85
DOC-0000902,package_count,22,1,0.96
DOC-0000902,gross_weight_kg,614.82,3,0.9
DOC-0000902,volume_cbm,4.21,1,0.79
DOC-0000902,marks_and_numbers,,1,0.83
DOC-0000903,supplier_id,SUP-0015,1,0.92
DOC-0000903,material_code,MAT-3603,2,0.95
DOC-0000903,sku_reference,EU-APP-0076,1,0.82
DOC-0000903,fibre_composition,95% cotton / 5% elastane,3,0.87
DOC-0000903,signature_present,Yes,3,0.86
DOC-0000903,valid_until,2027-03-19,1,0.87
DOC-0000904,product_description,Adult unisex knitted t-shirt - Blue,1,0.95
DOC-0000904,proposed_code,610910,2,0.95
DOC-0000904,basis,"construction, fibre composition and garment type",3,0.84
DOC-0000904,decision_type,Proposed,2,0.9
DOC-0000905,origin,India,2,0.92
DOC-0000905,destination,Italy,2,0.88
DOC-0000905,product_code,610910,1,0.92
DOC-0000905,query_date,2026-03-10,3,0.81
DOC-0000905,result_summary,Tariff and measures displayed in attached export,1,0.82
DOC-0000906,invoice_number,INV-000147,3,0.93
DOC-0000906,seller_name,BlueRiver Fashions Pvt Ltd,2,0.78
DOC-0000906,buyer_name,Riviera Stores GmbH,1,0.97
DOC-0000906,quantity_total,6354,3,0.85
DOC-0000906,total_value,97097.96,2,0.81
DOC-0000906,currency,USD,3,0.93
DOC-0000906,incoterm,DAP,3,0.88
DOC-0000906,origin_country,India,2,0.78
DOC-0000906,hs_code,611020,1,0.94
DOC-0000907,quantity_total,6354,3,0.78
DOC-0000907,package_count,186,3,0.9
DOC-0000907,gross_weight_kg,5144.97,3,0.97
DOC-0000907,volume_cbm,34.628,1,0.76
DOC-0000907,marks_and_numbers,MARK-0147,3,0.88
DOC-0000908,fibre_text,60% cotton / 40% polyester,3,0.99
DOC-0000908,language_code,it,1,0.93
DOC-0000908,animal_origin_statement,Contains non-textile parts of animal origin,2,0.91
DOC-0000908,manufacturer_name,Aarav Fashion Exports,2,0.9
DOC-0000908,product_identifier,EU-APP-0053,3,0.85
DOC-0000908,care_text,Wash at 30C,2,0.93
DOC-0000909,supplier_id,SUP-0001,1,0.78
DOC-0000909,material_code,MAT-4504,2,0.9
DOC-0000909,sku_reference,,3,0.92
DOC-0000909,fibre_composition,100% cotton,1,0.95
DOC-0000909,signature_present,Yes,1,0.79
DOC-0000909,valid_until,,1,0.86
DOC-0000910,product_description,Adult unisex knitted hoodie - Grey,2,0.98
DOC-0000910,proposed_code,611020,3,0.91
DOC-0000910,basis,"construction, fibre composition and garment type",1,0.86
DOC-0000910,decision_type,Proposed,2,0.89
DOC-0000911,origin,India,3,0.91
DOC-0000911,destination,IT,1,0.79
DOC-0000911,product_code,611020,2,0.88
DOC-0000911,query_date,2026-06-13,3,0.8
DOC-0000911,result_summary,Tariff and measures displayed in attached export,3,0.96
DOC-0000912,fibre_text,70% viscose / 30% linen,3,0.86
DOC-0000912,language_code,it,1,0.78
DOC-0000912,animal_origin_statement,,2,0.95
DOC-0000912,manufacturer_name,,3,0.8
DOC-0000912,product_identifier,EU-APP-0050,2,0.95
DOC-0000912,care_text,Wash at 30C,3,0.79
DOC-0000913,supplier_id,SUP-0001,1,0.83
DOC-0000913,material_code,MAT-2536,3,0.96
DOC-0000913,sku_reference,,2,0.98
DOC-0000913,fibre_composition,70% viscose / 30% linen,2,0.86
DOC-0000913,signature_present,Yes,3,0.76
DOC-0000913,valid_until,2026-10-04,2,0.78
DOC-0000914,origin,India,1,0.82
DOC-0000914,destination,IT,2,0.84
DOC-0000914,product_code,620193,1,0.79
DOC-0000914,query_date,2026-04-13,1,0.82
DOC-0000914,result_summary,Tariff and measures displayed in attached export,3,0.95
DOC-0000915,supplier_id,SUP-0015,3,0.85
DOC-0000915,material_code,MAT-7290,2,0.85
DOC-0000915,sku_reference,EU-APP-0034,3,0.92
DOC-0000915,fibre_composition,70% viscose / 30% linen,3,0.83
DOC-0000915,signature_present,No,3,0.96
DOC-0000915,valid_until,2027-05-25,1,0.87
DOC-0000916,product_description,Adult women woven trousers - White,3,0.95
DOC-0000916,proposed_code,620462,1,0.93
DOC-0000916,basis,"construction, fibre composition and garment type",3,0.89
DOC-0000916,decision_type,Reviewed,1,0.96
DOC-0000917,invoice_number,INV-000148,3,0.89
DOC-0000917,seller_name,Narmada Clothing Pvt Ltd,1,0.84
DOC-0000917,buyer_name,Euro Fashion SRL,3,0.95
DOC-0000917,quantity_total,2573,1,0.87
DOC-0000917,total_value,61520.43,1,0.76
DOC-0000917,currency,USD,1,0.9
DOC-0000917,incoterm,DAP,3,0.81
DOC-0000917,origin_country,India,1,0.92
DOC-0000917,hs_code,610910,1,0.84
DOC-0000918,quantity_total,2573,3,0.98
DOC-0000918,package_count,22,2,0.95
DOC-0000918,gross_weight_kg,588.14,2,0.92
DOC-0000918,volume_cbm,3.985,3,0.8
DOC-0000918,marks_and_numbers,MARK-0148,3,0.92
DOC-0000919,fibre_text,100% cotton,3,0.88
