rate_id,provider_name,origin_city,destination_country_raw,destination_port,transport_mode,rate_basis,base_rate,currency,minimum_charge,origin_charges,destination_charges,estimated_transit_days,valid_from,valid_to,weight_min_kg,weight_max_kg
RATE-000330,TransGlobe Freight,Kolkata,France,Le Havre,Sea LCL,per_cbm,271.27,USD,342.17,111.47,82.7,25,2026-07-01,2027-03-31,100,28000
RATE-000331,OceanBridge Logistics,Kolkata,France,Le Havre,Sea LCL,per_cbm,279.53,USD,170.15,167.15,173.73,35,2026-07-01,2027-03-31,100,28000
RATE-000332,SkyCargo Partners,Kolkata,France,Le Havre,Sea LCL,per_cbm,249.07,USD,92.27,96.27,187.82,22,2026-07-01,2027-03-31,100,28000
RATE-000333,BlueWave Logistics,Kolkata,France,Le Havre,Sea FCL,per_container,3246.62,USD,398.39,232.92,69.64,28,2026-07-01,2027-03-31,100,28000
RATE-000334,TransGlobe Freight,Kolkata,France,Le Havre,Sea FCL,per_container,2194.78,EUR,222.0,141.52,141.86,28,2026-07-01,2027-03-31,100,28000
RATE-000335,OceanBridge Logistics,Kolkata,France,Le Havre,Sea FCL,per_container,3296.56,EUR,127.66,229.2,71.71,36,2026-07-01,2027-03-31,100,28000
RATE-000336,SkyCargo Partners,Kolkata,France,Le Havre,Sea FCL,per_container,3636.09,USD,171.25,164.07,104.11,34,2026-07-01,2027-03-31,100,28000
RATE-000337,BlueWave Logistics,Kolkata,France,Marseille,Air,per_kg,4.89,EUR,442.08,102.25,145.62,9,2026-07-01,2027-03-31,1,5000
RATE-000338,TransGlobe Freight,Kolkata,France,Marseille,Air,per_kg,4.15,EUR,272.87,230.56,161.38,5,2026-07-01,2027-03-31,1,5000
RATE-000339,OceanBridge Logistics,Kolkata,France,Marseille,Air,per_kg,5.43,USD,101.96,90.7,125.67,8,2026-07-01,2027-03-31,1,5000
RATE-000340,SkyCargo Partners,Kolkata,France,Marseille,Air,per_kg,4.63,USD,464.91,121.5,74.49,9,2026-07-01,2027-03-31,1,5000
RATE-000341,BlueWave Logistics,Kolkata,France,Marseille,Sea LCL,per_cbm,255.26,USD,327.02,105.53,147.17,31,2026-07-01,2027-03-31,100,28000
RATE-000342,TransGlobe Freight,Kolkata,France,Marseille,Sea LCL,per_cbm,184.05,EUR,395.85,121.53,60.45,31,2026-07-01,2027-03-31,100,28000
RATE-000343,OceanBridge Logistics,Kolkata,France,Marseille,Sea LCL,per_cbm,177.12,USD,234.73,81.62,115.22,32,2026-07-01,2027-03-31,100,28000
RATE-000344,SkyCargo Partners,Kolkata,France,Marseille,Sea LCL,per_cbm,264.8,USD,169.25,224.07,89.97,23,2026-07-01,2027-03-31,100,28000
RATE-000345,BlueWave Logistics,Kolkata,France,Marseille,Sea FCL,per_container,2540.96,USD,214.82,180.87,72.67,21,2026-07-01,2027-03-31,100,28000
RATE-000346,TransGlobe Freight,Kolkata,France,Marseille,Sea FCL,per_container,3434.9,EUR,149.55,189.73,100.26,29,2026-07-01,2027-03-31,100,28000
RATE-000347,OceanBridge Logistics,Kolkata,France,Marseille,Sea FCL,per_container,1814.2,USD,93.69,161.46,187.39,35,2026-07-01,2027-03-31,100,28000
RATE-000348,SkyCargo Partners,Kolkata,France,Marseille,Sea FCL,per_container,3602.44,EUR,88.63,212.12,155.52,29,2026-07-01,2027-03-31,100,28000
RATE-000349,BlueWave Logistics,Kolkata,Italy,Genoa,Air,per_kg,4.81,USD,375.84,181.7,91.84,8,2026-07-01,2027-03-31,1,5000
RATE-000350,TransGlobe Freight,Kolkata,Italy,Genoa,Air,per_kg,5.55,USD,423.8,141.09,70.64,7,2026-07-01,2027-03-31,1,5000
RATE-000351,OceanBridge Logistics,Kolkata,Italy,Genoa,Air,per_kg,4.75,EUR,276.1,111.66,74.11,5,2026-07-01,2027-03-31,1,5000
RATE-000352,SkyCargo Partners,Kolkata,Italy,Genoa,Air,per_kg,6.78,USD,435.88,160.99,124.97,6,2026-07-01,2027-03-31,1,5000
RATE-000353,BlueWave Logistics,Kolkata,Italy,Genoa,Sea LCL,per_cbm,167.46,EUR,303.06,131.88,63.63,36,2026-07-01,2027-03-31,100,28000
RATE-000354,TransGlobe Freight,Kolkata,Italy,Genoa,Sea LCL,per_cbm,169.45,USD,212.9,218.78,169.57,38,2026-07-01,2027-03-31,100,28000
RATE-000355,OceanBridge Logistics,Kolkata,Italy,Genoa,Sea LCL,per_cbm,239.6,USD,151.75,90.74,107.89,30,2026-07-01,2027-03-31,100,28000
RATE-000356,SkyCargo Partners,Kolkata,Italy,Genoa,Sea LCL,per_cbm,196.07,EUR,280.32,119.71,113.2,36,2026-07-01,2027-03-31,100,28000
RATE-000357,BlueWave Logistics,Kolkata,Italy,Genoa,Sea FCL,per_container,2129.87,USD,93.3,123.88,132.55,21,2026-07-01,2027-03-31,100,28000
RATE-000358,TransGlobe Freight,Kolkata,Italy,Genoa,Sea FCL,per_container,2824.05,EUR,138.05,81.6,70.13,27,2026-07-01,2027-03-31,100,28000
RATE-000359,OceanBridge Logistics,Kolkata,Italy,Genoa,Sea FCL,per_container,2336.88,EUR,397.91,159.16,158.06,25,2026-07-01,2027-03-31,100,28000
RATE-000360,SkyCargo Partners,Kolkata,Italy,Genoa,Sea FCL,per_container,2086.81,EUR,83.18,201.75,106.23,24,2026-07-01,2027-03-31,100,28000
RATE-000361,BlueWave Logistics,Kolkata,España,Barcelona,Air,per_kg,4.18,EUR,116.62,130.87,74.42,4,2026-07-01,2027-03-31,1,5000
RATE-000362,TransGlobe Freight,Kolkata,España,Barcelona,Air,per_kg,6.59,EUR,447.85,143.13,159.23,10,2026-07-01,2027-03-31,1,5000
RATE-000363,OceanBridge Logistics,Kolkata,España,Barcelona,Air,per_kg,5.64,USD,313.29,135.3,81.47,5,2026-07-01,2027-03-31,1,5000
RATE-000364,SkyCargo Partners,Kolkata,España,Barcelona,Air,per_kg,6.58,USD,490.34,128.84,126.67,4,2026-07-01,2027-03-31,1,5000
RATE-000365,BlueWave Logistics,Kolkata,España,Barcelona,Sea LCL,per_cbm,272.4,USD,486.76,204.3,77.2,24,2026-07-01,2027-03-31,100,28000
RATE-000366,TransGlobe Freight,Kolkata,España,Barcelona,Sea LCL,per_cbm,266.7,EUR,294.3,102.84,68.32,30,2026-07-01,2027-03-31,100,28000
RATE-000367,OceanBridge Logistics,Kolkata,España,Barcelona,Sea LCL,per_cbm,145.79,USD,159.43,207.26,133.37,25,2026-07-01,2027-03-31,100,28000
RATE-000368,SkyCargo Partners,Kolkata,España,Barcelona,Sea LCL,per_cbm,138.6,EUR,120.85,235.28,107.66,37,2026-07-01,2027-03-31,100,28000
RATE-000369,BlueWave Logistics,Kolkata,España,Barcelona,Sea FCL,per_container,3508.19,EUR,94.93,146.9,155.67,28,2026-07-01,2027-03-31,100,28000
RATE-000370,TransGlobe Freight,Kolkata,España,Barcelona,Sea FCL,per_container,3832.76,USD,255.27,208.81,71.96,28,2026-07-01,2027-03-31,100,28000
RATE-000371,OceanBridge Logistics,Kolkata,España,Barcelona,Sea FCL,per_container,2120.83,USD,400.54,148.61,94.3,24,2026-07-01,2027-03-31,100,28000
RATE-000372,SkyCargo Partners,Kolkata,España,Barcelona,Sea FCL,per_container,2894.66,EUR,355.99,225.81,68.21,26,2026-07-01,2027-03-31,100,28000
RATE-000373,BlueWave Logistics,Kolkata,España,Valencia,Air,per_kg,5.57,EUR,464.03,191.16,130.94,8,2026-07-01,2027-03-31,1,5000
RATE-000374,TransGlobe Freight,Kolkata,España,Valencia,Air,per_kg,5.34,USD,214.43,133.59,85.06,4,2026-07-01,2027-03-31,1,5000
RATE-000375,OceanBridge Logistics,Kolkata,España,Valencia,Air,per_kg,6.76,EUR,256.81,158.93,102.78,10,2026-07-01,2027-03-31,1,5000
RATE-000376,SkyCargo Partners,Kolkata,España,Valencia,Air,per_kg,4.25,EUR,303.02,188.07,90.14,10,2026-07-01,2027-03-31,1,5000
RATE-000377,BlueWave Logistics,Kolkata,España,Valencia,Sea LCL,per_cbm,255.01,USD,187.24,187.74,153.5,31,2026-07-01,2027-03-31,100,28000
RATE-000378,TransGlobe Freight,Kolkata,España,Valencia,Sea LCL,per_cbm,136.01,EUR,248.05,85.51,134.58,33,2026-07-01,2027-03-31,100,28000
RATE-000379,OceanBridge Logistics,Kolkata,España,Valencia,Sea LCL,per_cbm,180.28,USD,262.29,102.06,101.57,23,2026-07-01,2027-03-31,100,28000
RATE-000380,SkyCargo Partners,Kolkata,España,Valencia,Sea LCL,per_cbm,209.17,EUR,96.82,163.63,96.4,22,2026-07-01,2027-03-31,100,28000
RATE-000381,BlueWave Logistics,Kolkata,España,Valencia,Sea FCL,per_container,3416.8,USD,254.74,100.99,168.16,35,2026-07-01,2027-03-31,100,28000
RATE-000382,TransGlobe Freight,Kolkata,España,Valencia,Sea FCL,per_container,3304.01,USD,277.52,94.99,133.03,29,2026-07-01,2027-03-31,100,28000
RATE-000383,OceanBridge Logistics,Kolkata,España,Valencia,Sea FCL,per_container,1862.28,USD,81.62,114.82,123.87,21,2026-07-01,2027-03-31,100,28000
RATE-000384,SkyCargo Partners,Kolkata,España,Valencia,Sea FCL,per_container,2365.05,USD,419.94,136.45,128.77,26,2026-07-01,2027-03-31,100,28000
RATE-000385,BlueWave Logistics,Bengaluru,DE,Hamburg,Air,per_kg,5.75,USD,326.6,146.22,143.7,8,2026-07-01,2027-03-31,1,5000
RATE-000386,TransGlobe Freight,Bengaluru,DE,Hamburg,Air,per_kg,5.1,USD,431.78,227.46,154.86,8,2026-07-01,2027-03-31,1,5000
RATE-000387,OceanBridge Logistics,Bengaluru,DE,Hamburg,Air,per_kg,5.84,USD,201.42,149.62,108.06,9,2026-07-01,2027-03-31,1,5000
RATE-000388,SkyCargo Partners,Bengaluru,DE,Hamburg,Air,per_kg,5.36,EUR,130.37,185.47,182.82,10,2026-07-01,2027-03-31,1,5000
RATE-000389,BlueWave Logistics,Bengaluru,DE,Hamburg,Sea LCL,per_cbm,229.54,USD,309.63,126.68,92.94,36,2026-07-01,2027-03-31,100,28000
RATE-000390,TransGlobe Freight,Bengaluru,DE,Hamburg,Sea LCL,per_cbm,192.02,USD,491.62,96.92,116.35,30,2026-07-01,2027-03-31,100,28000
RATE-000391,OceanBridge Logistics,Bengaluru,DE,Hamburg,Sea LCL,per_cbm,130.45,USD,250.31,219.43,183.72,23,2026-07-01,2027-03-31,100,28000
RATE-000392,SkyCargo Partners,Bengaluru,DE,Hamburg,Sea LCL,per_cbm,199.82,EUR,137.43,175.21,180.53,28,2026-07-01,2027-03-31,100,28000
RATE-000393,BlueWave Logistics,Bengaluru,DE,Hamburg,Sea FCL,per_container,3438.44,USD,250.82,234.88,103.92,36,2026-07-01,2027-03-31,100,28000
RATE-000394,TransGlobe Freight,Bengaluru,DE,Hamburg,Sea FCL,per_container,2419.74,USD,183.83,230.32,63.27,24,2026-07-01,2027-03-31,100,28000
RATE-000395,OceanBridge Logistics,Bengaluru,DE,Hamburg,Sea FCL,per_container,3619.87,USD,292.63,171.5,78.42,23,2026-07-01,2027-03-31,100,28000
RATE-000396,SkyCargo Partners,Bengaluru,DE,Hamburg,Sea FCL,per_container,3563.36,USD,215.96,83.81,93.41,22,2026-07-01,2027-03-31,100,28000
RATE-000397,BlueWave Logistics,Bengaluru,DE,Bremerhaven,Air,per_kg,6.86,USD,197.5,213.63,153.22,4,2026-07-01,2027-03-31,1,5000
RATE-000398,TransGlobe Freight,Bengaluru,DE,Bremerhaven,Air,per_kg,6.15,EUR,369.67,172.11,102.54,4,2026-07-01,2027-03-31,1,5000
RATE-000399,OceanBridge Logistics,Bengaluru,DE,Bremerhaven,Air,per_kg,5.17,USD,201.71,115.96,115.42,4,2026-07-01,2027-03-31,1,5000
RATE-000400,SkyCargo Partners,Bengaluru,DE,Bremerhaven,Air,per_kg,6.0,USD,356.45,229.94,74.1,5,2026-07-01,2027-03-31,1,5000
RATE-000401,BlueWave Logistics,Bengaluru,DE,Bremerhaven,Sea LCL,per_cbm,201.42,EUR,369.47,186.31,127.54,22,2026-07-01,2027-03-31,100,28000
RATE-000402,TransGlobe Freight,Bengaluru,DE,Bremerhaven,Sea LCL,per_cbm,166.88,EUR,267.37,95.8,97.49,38,2026-07-01,2027-03-31,100,28000
RATE-000403,OceanBridge Logistics,Bengaluru,DE,Bremerhaven,Sea LCL,per_cbm,151.09,EUR,376.13,203.87,71.16,22,2026-07-01,2027-03-31,100,28000
RATE-000404,SkyCargo Partners,Bengaluru,DE,Bremerhaven,Sea LCL,per_cbm,177.18,USD,373.39,212.43,97.81,33,2026-07-01,2027-03-31,100,28000
RATE-000405,BlueWave Logistics,Bengaluru,DE,Bremerhaven,Sea FCL,per_container,3423.4,EUR,273.28,202.81,126.33,30,2026-07-01,2027-03-31,100,28000
RATE-000406,TransGlobe Freight,Bengaluru,DE,Bremerhaven,Sea FCL,per_container,2635.0,EUR,328.98,107.96,74.47,34,2026-07-01,2027-03-31,100,28000
RATE-000407,OceanBridge Logistics,Bengaluru,DE,Bremerhaven,Sea FCL,per_container,1855.84,EUR,239.02,177.65,114.37,33,2026-07-01,2027-03-31,100,28000
RATE-000408,SkyCargo Partners,Bengaluru,DE,Bremerhaven,Sea FCL,per_container,3219.61,USD,437.16,226.2,170.96,29,2026-07-01,2027-03-31,100,28000
RATE-000409,BlueWave Logistics,Bengaluru,NL,Rotterdam,Air,per_kg,6.52,EUR,280.91,218.43,67.06,8,2026-07-01,2027-03-31,1,5000
RATE-000410,TransGlobe Freight,Bengaluru,NL,Rotterdam,Air,per_kg,4.96,USD,138.16,179.26,77.96,9,2026-07-01,2027-03-31,1,5000
RATE-000411,OceanBridge Logistics,Bengaluru,NL,Rotterdam,Air,per_kg,5.88,USD,303.91,100.99,74.08,7,2026-07-01,2027-03-31,1,5000
RATE-000412,SkyCargo Partners,Bengaluru,NL,Rotterdam,Air,per_kg,5.81,EUR,185.57,196.98,135.45,9,2026-07-01,2027-03-31,1,5000
RATE-000413,BlueWave Logistics,Bengaluru,NL,Rotterdam,Sea LCL,per_cbm,248.22,USD,152.25,152.32,128.44,23,2026-07-01,2027-03-31,100,28000
RATE-000414,TransGlobe Freight,Bengaluru,NL,Rotterdam,Sea LCL,per_cbm,254.19,USD,274.43,80.77,141.55,31,2026-07-01,2027-03-31,100,28000
RATE-000415,OceanBridge Logistics,Bengaluru,NL,Rotterdam,Sea LCL,per_cbm,139.33,EUR,391.24,117.28,91.06,28,2026-07-01,2027-03-31,100,28000
RATE-000416,SkyCargo Partners,Bengaluru,NL,Rotterdam,Sea LCL,per_cbm,275.1,USD,186.3,174.58,163.64,34,2026-07-01,2027-03-31,100,28000
RATE-000417,BlueWave Logistics,Bengaluru,NL,Rotterdam,Sea FCL,per_container,2007.54,EUR,368.76,234.66,158.96,21,2026-07-01,2027-03-31,100,28000
RATE-000418,TransGlobe Freight,Bengaluru,NL,Rotterdam,Sea FCL,per_container,2528.5,USD,230.36,106.52,185.64,24,2026-07-01,2027-03-31,100,28000
RATE-000419,OceanBridge Logistics,Bengaluru,NL,Rotterdam,Sea FCL,per_container,2165.45,USD,289.44,85.51,112.96,21,2026-07-01,2027-03-31,100,28000
RATE-000420,SkyCargo Partners,Bengaluru,NL,Rotterdam,Sea FCL,per_container,2970.2,USD,431.51,238.02,74.15,35,2026-07-01,2027-03-31,100,28000
RATE-000421,BlueWave Logistics,Bengaluru,French Republic,Le Havre,Air,per_kg,4.33,USD,330.79,177.93,62.43,5,2026-07-01,2027-03-31,1,5000
RATE-000422,TransGlobe Freight,Bengaluru,French Republic,Le Havre,Air,per_kg,6.27,USD,275.65,191.84,86.08,8,2026-07-01,2027-03-31,1,5000
RATE-000423,OceanBridge Logistics,Bengaluru,French Republic,Le Havre,Air,per_kg,6.79,EUR,314.38,210.17,110.14,8,2026-07-01,2027-03-31,1,5000
RATE-000424,SkyCargo Partners,Bengaluru,French Republic,Le Havre,Air,per_kg,4.3,USD,103.63,165.98,76.57,6,2026-07-01,2027-03-31,1,5000
RATE-000425,BlueWave Logistics,Bengaluru,French Republic,Le Havre,Sea LCL,per_cbm,271.78,USD,189.44,234.72,186.07,28,2026-07-01,2027-03-31,100,28000
RATE-000426,TransGlobe Freight,Bengaluru,French Republic,Le Havre,Sea LCL,per_cbm,146.2,EUR,190.8,174.73,76.94,27,2026-07-01,2027-03-31,100,28000
RATE-000427,OceanBridge Logistics,Bengaluru,French Republic,Le Havre,Sea LCL,per_cbm,200.64,EUR,131.09,95.43,89.36,37,2026-07-01,2027-03-31,100,28000
RATE-000428,SkyCargo Partners,Bengaluru,French Republic,Le Havre,Sea LCL,per_cbm,125.04,USD,116.37,126.37,73.68,37,2026-07-01,2027-03-31,100,28000
RATE-000429,BlueWave Logistics,Bengaluru,French Republic,Le Havre,Sea FCL,per_container,2574.08,USD,222.93,224.39,182.43,30,2026-07-01,2027-03-31,100,28000
RATE-000430,TransGlobe Freight,Bengaluru,French Republic,Le Havre,Sea FCL,per_container,3891.21,USD,385.14,102.81,86.99,29,2026-07-01,2027-03-31,100,28000
RATE-000431,OceanBridge Logistics,Bengaluru,French Republic,Le Havre,Sea FCL,per_container,3208.3,USD,329.99,144.86,157.26,31,2026-07-01,2027-03-31,100,28000
RATE-000432,SkyCargo Partners,Bengaluru,French Republic,Le Havre,Sea FCL,per_container,2537.47,USD,311.7,163.64,177.38,23,2026-07-01,2027-03-31,100,28000
RATE-000433,BlueWave Logistics,Bengaluru,French Republic,Marseille,Air,per_kg,6.73,EUR,287.55,99.08,141.66,5,2026-07-01,2027-03-31,1,5000
RATE-000434,TransGlobe Freight,Bengaluru,French Republic,Marseille,Air,per_kg,4.75,EUR,380.32,189.16,163.35,5,2026-07-01,2027-03-31,1,5000
RATE-000435,OceanBridge Logistics,Bengaluru,French Republic,Marseille,Air,per_kg,5.7,USD,437.58,124.32,73.72,10,2026-07-01,2027-03-31,1,5000
RATE-000436,SkyCargo Partners,Bengaluru,French Republic,Marseille,Air,per_kg,4.5,USD,298.64,156.94,95.61,6,2026-07-01,2027-03-31,1,5000
RATE-000437,BlueWave Logistics,Bengaluru,French Republic,Marseille,Sea LCL,per_cbm,204.6,EUR,335.21,119.56,79.03,23,2026-07-01,2027-03-31,100,28000
RATE-000438,TransGlobe Freight,Bengaluru,French Republic,Marseille,Sea LCL,per_cbm,141.57,USD,482.21,107.23,176.34,24,2026-07-01,2027-03-31,100,28000
RATE-000439,OceanBridge Logistics,Bengaluru,French Republic,Marseille,Sea LCL,per_cbm,154.22,USD,260.96,100.26,147.29,25,2026-07-01,2027-03-31,100,28000
RATE-000440,SkyCargo Partners,Bengaluru,French Republic,Marseille,Sea LCL,per_cbm,169.46,USD,331.06,125.53,176.67,28,2026-07-01,2027-03-31,100,28000
RATE-000441,BlueWave Logistics,Bengaluru,French Republic,Marseille,Sea FCL,per_container,2790.08,USD,246.97,95.47,116.55,23,2026-07-01,2027-03-31,100,28000
RATE-000442,TransGlobe Freight,Bengaluru,French Republic,Marseille,Sea FCL,per_container,3651.83,EUR,364.75,192.82,83.11,23,2026-07-01,2027-03-31,100,28000
RATE-000443,OceanBridge Logistics,Bengaluru,French Republic,Marseille,Sea FCL,per_container,3442.54,EUR,99.17,104.95,76.74,26,2026-07-01,2027-03-31,100,28000
RATE-000444,SkyCargo Partners,Bengaluru,French Republic,Marseille,Sea FCL,per_container,2193.43,EUR,190.68,135.54,174.32,28,2026-07-01,2027-03-31,100,28000
RATE-000445,BlueWave Logistics,Bengaluru,Italia,Genoa,Air,per_kg,5.11,EUR,125.6,151.5,93.58,10,2026-07-01,2027-03-31,1,5000
RATE-000446,TransGlobe Freight,Bengaluru,Italia,Genoa,Air,per_kg,6.78,USD,99.86,108.3,127.59,10,2026-07-01,2027-03-31,1,5000
RATE-000447,OceanBridge Logistics,Bengaluru,Italia,Genoa,Air,per_kg,6.53,USD,159.27,115.29,91.28,9,2026-07-01,2027-03-31,1,5000
RATE-000448,SkyCargo Partners,Bengaluru,Italia,Genoa,Air,per_kg,6.76,EUR,167.62,91.94,140.23,7,2026-07-01,2027-03-31,1,5000
RATE-000449,BlueWave Logistics,Bengaluru,Italia,Genoa,Sea LCL,per_cbm,213.63,USD,173.75,176.22,145.21,32,2026-07-01,2027-03-31,100,28000
RATE-000450,TransGlobe Freight,Bengaluru,Italia,Genoa,Sea LCL,per_cbm,205.18,USD,238.07,187.05,128.33,22,2026-07-01,2027-03-31,100,28000
RATE-000451,OceanBridge Logistics,Bengaluru,Italia,Genoa,Sea LCL,per_cbm,279.49,USD,216.85,226.19,93.98,36,2026-07-01,2027-03-31,100,28000
RATE-000452,SkyCargo Partners,Bengaluru,Italia,Genoa,Sea LCL,per_cbm,132.56,USD,293.98,211.08,114.29,38,2026-07-01,2027-03-31,100,28000
RATE-000453,BlueWave Logistics,Bengaluru,Italia,Genoa,Sea FCL,per_container,2574.76,USD,401.61,169.13,144.52,33,2026-07-01,2027-03-31,100,28000
RATE-000454,TransGlobe Freight,Bengaluru,Italia,Genoa,Sea FCL,per_container,3867.46,USD,393.55,163.07,73.4,25,2026-07-01,2027-03-31,100,28000
RATE-000455,OceanBridge Logistics,Bengaluru,Italia,Genoa,Sea FCL,per_container,3703.06,USD,178.88,190.18,73.96,23,2026-07-01,2027-03-31,100,28000
RATE-000456,SkyCargo Partners,Bengaluru,Italia,Genoa,Sea FCL,per_container,2084.96,EUR,293.67,220.33,72.44,27,2026-07-01,2027-03-31,100,28000
RATE-000457,BlueWave Logistics,Bengaluru,España,Barcelona,Air,per_kg,4.65,USD,184.16,83.19,113.12,6,2026-07-01,2027-03-31,1,5000
RATE-000458,TransGlobe Freight,Bengaluru,España,Barcelona,Air,per_kg,5.75,USD,402.37,160.91,150.68,4,2026-07-01,2027-03-31,1,5000
RATE-000459,OceanBridge Logistics,Bengaluru,España,Barcelona,Air,per_kg,6.02,EUR,112.78,193.46,111.94,5,2026-07-01,2027-03-31,1,5000
RATE-000460,SkyCargo Partners,Bengaluru,España,Barcelona,Air,per_kg,6.82,USD,136.39,130.34,168.88,8,2026-07-01,2027-03-31,1,5000
RATE-000461,BlueWave Logistics,Bengaluru,España,Barcelona,Sea LCL,per_cbm,164.31,EUR,207.26,163.63,166.28,33,2026-07-01,2027-03-31,100,28000
RATE-000462,TransGlobe Freight,Bengaluru,España,Barcelona,Sea LCL,per_cbm,246.5,USD,281.05,123.97,165.56,37,2026-07-01,2027-03-31,100,28000
RATE-000463,OceanBridge Logistics,Bengaluru,España,Barcelona,Sea LCL,per_cbm,151.31,USD,224.12,194.99,153.25,31,2026-07-01,2027-03-31,100,28000
RATE-000464,SkyCargo Partners,Bengaluru,España,Barcelona,Sea LCL,per_cbm,169.64,USD,155.14,149.97,98.91,38,2026-07-01,2027-03-31,100,28000
RATE-000465,BlueWave Logistics,Bengaluru,España,Barcelona,Sea FCL,per_container,3430.02,USD,92.02,108.28,118.88,30,2026-07-01,2027-03-31,100,28000
RATE-000466,TransGlobe Freight,Bengaluru,España,Barcelona,Sea FCL,per_container,3086.67,USD,276.08,195.61,136.36,34,2026-07-01,2027-03-31,100,28000
RATE-000467,OceanBridge Logistics,Bengaluru,España,Barcelona,Sea FCL,per_container,2023.61,USD,238.74,215.61,164.9,24,2026-07-01,2027-03-31,100,28000
RATE-000468,SkyCargo Partners,Bengaluru,España,Barcelona,Sea FCL,per_container,2961.17,USD,200.69,108.31,176.55,26,2026-07-01,2027-03-31,100,28000
RATE-000469,BlueWave Logistics,Bengaluru,España,Valencia,Air,per_kg,5.45,EUR,119.41,234.98,129.52,9,2026-07-01,2027-03-31,1,5000
RATE-000470,TransGlobe Freight,Bengaluru,España,Valencia,Air,per_kg,6.07,EUR,191.45,161.87,68.98,6,2026-07-01,2027-03-31,1,5000
RATE-000471,OceanBridge Logistics,Bengaluru,España,Valencia,Air,per_kg,4.83,USD,241.98,127.12,93.2,7,2026-07-01,2027-03-31,1,5000
RATE-000472,SkyCargo Partners,Bengaluru,España,Valencia,Air,per_kg,5.77,EUR,297.34,107.59,137.51,8,2026-07-01,2027-03-31,1,5000
RATE-000473,BlueWave Logistics,Bengaluru,España,Valencia,Sea LCL,per_cbm,169.87,USD,280.36,223.42,92.69,31,2026-07-01,2027-03-31,100,28000
RATE-000474,TransGlobe Freight,Bengaluru,España,Valencia,Sea LCL,per_cbm,171.17,USD,476.17,216.65,85.13,33,2026-07-01,2027-03-31,100,28000
RATE-000475,OceanBridge Logistics,Bengaluru,España,Valencia,Sea LCL,per_cbm,153.75,USD,215.57,148.53,114.1,38,2026-07-01,2027-03-31,100,28000
RATE-000476,SkyCargo Partners,Bengaluru,España,Valencia,Sea LCL,per_cbm,150.6,EUR,99.27,184.68,63.36,26,2026-07-01,2027-03-31,100,28000
RATE-000477,BlueWave Logistics,Bengaluru,España,Valencia,Sea FCL,per_container,2830.58,USD,146.07,131.8,185.65,21,2026-07-01,2027-03-31,100,28000
RATE-000478,TransGlobe Freight,Bengaluru,España,Valencia,Sea FCL,per_container,1891.19,USD,201.28,212.72,103.12,36,2026-07-01,2027-03-31,100,28000
RATE-000479,OceanBridge Logistics,Bengaluru,España,Valencia,Sea FCL,per_container,2385.58,USD,212.33,154.11,178.17,30,2026-07-01,2027-03-31,100,28000
RATE-000480,SkyCargo Partners,Bengaluru,España,Valencia,Sea FCL,per_container,3138.87,EUR,175.19,131.89,61.1,31,2026-07-01,2027-03-31,100,28000
RATE-000481,BlueWave Logistics,Jaipur,DE,Hamburg,Air,per_kg,6.64,USD,242.41,209.62,75.76,9,2026-07-01,2027-03-31,1,5000
RATE-000482,TransGlobe Freight,Jaipur,DE,Hamburg,Air,per_kg,6.4,USD,107.45,198.11,171.3,4,2026-07-01,2027-03-31,1,5000
RATE-000483,OceanBridge Logistics,Jaipur,DE,Hamburg,Air,per_kg,4.56,USD,248.48,152.41,101.63,4,2026-07-01,2027-03-31,1,5000
RATE-000484,SkyCargo Partners,Jaipur,DE,Hamburg,Air,per_kg,6.92,USD,232.91,197.09,181.87,10,2026-07-01,2027-03-31,1,5000
RATE-000485,BlueWave Logistics,Jaipur,DE,Hamburg,Sea LCL,per_cbm,166.54,USD,491.52,227.14,66.1,26,2026-07-01,2027-03-31,100,28000
RATE-000486,TransGlobe Freight,Jaipur,DE,Hamburg,Sea LCL,per_cbm,246.41,USD,328.25,209.06,158.37,30,2026-07-01,2027-03-31,100,28000
RATE-000487,OceanBridge Logistics,Jaipur,DE,Hamburg,Sea LCL,per_cbm,220.17,EUR,228.65,173.23,72.42,28,2026-07-01,2027-03-31,100,28000
RATE-000488,SkyCargo Partners,Jaipur,DE,Hamburg,Sea LCL,per_cbm,241.74,EUR,397.55,166.15,121.52,28,2026-07-01,2027-03-31,100,28000
RATE-000489,BlueWave Logistics,Jaipur,DE,Hamburg,Sea FCL,per_container,3216.6,USD,161.51,146.25,83.24,23,2026-07-01,2027-03-31,100,28000
RATE-000490,TransGlobe Freight,Jaipur,DE,Hamburg,Sea FCL,per_container,1836.85,USD,478.73,217.71,155.12,35,2026-07-01,2027-03-31,100,28000
RATE-000491,OceanBridge Logistics,Jaipur,DE,Hamburg,Sea FCL,per_container,3617.43,USD,82.06,207.0,112.1,32,2026-07-01,2027-03-31,100,28000
RATE-000492,SkyCargo Partners,Jaipur,DE,Hamburg,Sea FCL,per_container,3123.06,USD,434.83,105.2,180.08,25,2026-07-01,2027-03-31,100,28000
RATE-000493,BlueWave Logistics,Jaipur,DE,Bremerhaven,Air,per_kg,4.73,EUR,176.35,228.94,72.77,10,2026-07-01,2027-03-31,1,5000
RATE-000494,TransGlobe Freight,Jaipur,DE,Bremerhaven,Air,per_kg,5.52,USD,217.86,163.57,64.59,10,2026-07-01,2027-03-31,1,5000
