shipment_id,shipment_date,exporter_id,buyer_id,origin_city,destination_country_raw,destination_market,destination_port,transport_preference,incoterm,delivery_deadline,current_stage,commercial_currency,declared_total_value,declared_gross_weight_kg,declared_volume_cbm,package_count,special_handling_text
SHP-000281,2026-09-27,EXP-0003,BUY-0028,Chennai,France,FR,Marseille,Air,CIF,2026-10-14,PACKING,USD,4082.4,122.34,0.569,5,Retail launch deadline
SHP-000282,2026-11-13,EXP-0005,BUY-0015,Bengaluru,Spain,ES,Valencia,Sea LCL,CIF,2026-12-14,CUSTOMS_PREPARATION,USD,71499.48,3618.04,25.643,130,Do not stack
SHP-000283,2026-08-08,EXP-0004,BUY-0023,Kolkata,French Republic,FR,Le Havre,Sea LCL,CIF,2026-09-11,PACKING,USD,81755.65,1580.6,8.475,57,Do not stack
SHP-000284,2026-11-23,EXP-0012,BUY-0019,Mumbai,IT,IT,Genoa,Sea LCL,CIP,2026-12-25,PRE_PRODUCTION,USD,141673.72,4159.4,31.274,150,
SHP-000285,2026-11-16,EXP-0003,BUY-0017,Chennai,NL,NL,Rotterdam,Sea LCL,CIF,2026-12-23,DISPATCH,USD,54099.5,2324.05,11.741,84,Moisture protection requested
SHP-000286,2026-08-04,EXP-0004,BUY-0028,Kolkata,French Republic,FR,Marseille,Sea LCL,FOB,2026-09-16,DISPATCH,USD,38295.0,419.24,2.103,15,Moisture protection requested
SHP-000287,2026-11-03,EXP-0001,BUY-0004,Delhi,IT,IT,Genoa,Sea LCL,DAP,2026-12-13,PACKING,USD,88265.7,1618.94,9.893,59,
SHP-000288,2026-10-15,EXP-0007,BUY-0020,Ahmedabad,España,ES,Barcelona,Air,FOB,2026-10-25,PRE_PRODUCTION,USD,23517.21,595.86,4.458,22,
SHP-000289,2026-11-16,EXP-0002,BUY-0008,Mumbai,French Republic,FR,Le Havre,Sea LCL,FOB,2027-01-05,DISPATCH,USD,46891.5,944.72,6.537,34,
SHP-000290,2026-11-26,EXP-0001,BUY-0015,Delhi,Spain,ES,Barcelona,Sea LCL,CIF,2027-01-13,CUSTOMS_PREPARATION,USD,115607.17,4154.46,22.578,149,Moisture protection requested
SHP-000291,2026-09-01,EXP-0007,BUY-0001,Ahmedabad,Germany,DE,Hamburg,Sea LCL,CIP,2026-10-04,IN_TRANSIT,USD,61094.7,2257.12,11.74,82,Moisture protection requested
SHP-000292,2026-10-08,EXP-0004,BUY-0023,Kolkata,France,FR,Marseille,Sea LCL,CIP,2026-11-16,IN_TRANSIT,USD,55662.28,3158.06,16.285,114,
SHP-000293,2026-09-03,EXP-0009,BUY-0008,Surat,French Republic,FR,Marseille,Sea LCL,CIP,2026-10-13,DISPATCH,USD,75647.7,3161.36,18.239,114,Do not stack
SHP-000294,2026-07-27,EXP-0011,BUY-0011,Delhi,DE,DE,Hamburg,Air,CIP,2026-08-10,BOOKING,USD,10618.2,505.57,3.345,19,Do not stack
SHP-000295,2026-10-30,EXP-0005,BUY-0004,Bengaluru,IT,IT,Genoa,Air,FOB,2026-11-08,CUSTOMS_PREPARATION,USD,9760.8,143.28,0.955,6,Retail launch deadline
SHP-000296,2026-10-14,EXP-0007,BUY-0020,Ahmedabad,Spain,ES,Valencia,Sea LCL,CIF,2026-11-19,PACKING,USD,18358.2,997.79,5.011,36,Standard
SHP-000297,2026-08-31,EXP-0012,BUY-0024,Mumbai,Italy,IT,Genoa,Sea LCL,DAP,2026-10-17,BOOKING,USD,82678.14,3478.15,16.258,125,
SHP-000298,2026-10-27,EXP-0010,BUY-0018,Tiruppur,FR,FR,Marseille,Air,DAP,2026-11-07,BOOKING,USD,51151.1,1434.21,8.643,52,Moisture protection requested
SHP-000299,2026-10-24,EXP-0011,BUY-0017,Delhi,NL,NL,Rotterdam,Air,CIP,2026-11-05,CUSTOMS_PREPARATION,USD,52861.98,1387.85,8.437,50,
SHP-000300,2026-08-11,EXP-0006,BUY-0008,Jaipur,FR,FR,Le Havre,Sea LCL,CIP,2026-09-10,CUSTOMS_PREPARATION,USD,40399.24,3348.34,23.63,120,Retail launch deadline
